,Run,Run start,Run end,"Run length (y, m, d, s)",Run length (days),Control directory,Output directory,Output GiB,Restart directory,Restart GiB,Run by,Run completion date,Job Id,Failed jobs,Failed jobids,Queue,Service Units,Walltime Used (hr),SU per model year,Walltime (hr) per model year,Wait (hr) between runs,SU per calendar day,Model years per calendar day,Memory Used (Gb),NCPUs Used,MOM NCPUs,CICE NCPUs,Fraction of MOM runtime in oasis_recv,Max MOM wait for oasis_recv (s),Max CICE wait for coupler (s),Max CICE I/O time (s),MOM tile layout,CICE tile distribution,CICE block_size_x,CICE block_size_y,Timestep (s),MOM barotropic split,CICE dynamic split (ndtd),Git hash of run,Commit date,Git-tracked file changes,Git log messages,accessom2.nml -> accessom2_nml -> ice_ocean_timestep,accessom2.nml -> date_manager_nml -> forcing_end_date,ice/cice_in.nml -> icefields_nml -> f_aicen,ice/cice_in.nml -> icefields_nml -> f_vicen,ice/cice_in.nml -> setup_nml -> istep0,ice/cice_in.nml -> setup_nml -> restart,ice/cice_in.nml -> setup_nml -> runtype
,96,1982-01-01T00:00:00,1982-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output096,79.204,,,Andrew Kiss,2020-06-23T04:59:19,7559212,0,[],normal,29160.0,2.8125,118341.0,11.4140625,0.011388888888888893,247828.44776706668,2.0941892308419456,3573.7599999997765,5184,4358,799,0.09,929.498641,3109.41,911.89,"[80, 75]",sectrobin,40,30,540,80,2,c3ecb6b6c9542ed6f223f011b5d3810bb004c6e0,2020-06-23 02:28:35 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-23 02:10:58: Run 96', 'update run summary']",540,2018-01-01T00:00:00,m,m,622080,True,continue
,97,1982-04-01T00:00:00,1982-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output097,79.263,,,Andrew Kiss,2020-06-23T07:49:35,7577276,0,[],normal,29355.84,2.8313888888888887,117826.59956043956,11.364448260073258,0.006388888888888999,248271.78700078308,2.1070945603707356,3543.0400000000373,5184,4358,799,0.086,899.959814,2945.69,880.89,"[80, 75]",sectrobin,40,30,540,80,2,6840c1fbdccc50ab2982fc561e0986eede778c49,2020-06-23 05:16:19 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-23 05:00:03: Run 97', 'update run summary']",540,2018-01-01T00:00:00,m,m,628560,True,continue
,98,1982-07-01T00:00:00,1982-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output098,79.405,,,Andrew Kiss,2020-06-23T10:43:52,7592698,0,[],normal,30072.96,2.9005555555555556,119392.92000000001,11.515520833333335,0.004166666666666874,248475.06397628383,2.0811540916855353,3635.2000000001863,5184,4358,799,0.087,931.475723,3160.13,917.52,"[80, 75]",sectrobin,40,30,540,80,2,d34d718a965235ac454649332eabf3f94c4483e0,2020-06-23 08:08:50 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-23 07:50:15: Run 98', 'update run summary']",540,2018-01-01T00:00:00,m,m,635040,True,continue
,99,1982-10-01T00:00:00,1983-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output099,79.818,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart099,43.723,Andrew Kiss,2020-06-23T18:02:50,7631423,1,[7614733],normal,38848.32,3.7469444444444444,154232.05304347828,14.875776721014494,3.5691666666666664,127439.24550079733,0.8262824943714651,3584.0,5184,4358,799,0.069,968.083077,4004.7,919.94,"[80, 75]",sectrobin,40,30,400,80,2,51c22adb3bcf52c5be7e4927c7b9773f368395a4,2020-06-23 17:39:21 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-23 10:44:39: Run 99', 'update run summary', 'reduce timestep from 540 to 400s to avoid remap transport: bad departure points error shortly after 1982-12-04T03:00:00.000', 'revert to 540s timestep for next run']",400,2018-01-01T00:00:00,m,m,641520,True,continue
,100,1983-01-01T00:00:00,1983-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output100,79.008,,,Andrew Kiss,2020-06-23T20:57:10,7647308,0,[],normal,29200.32,2.816388888888889,118504.632,11.429844907407409,0.0891666666666664,241195.75984703633,2.0353276979674204,3563.519999999553,5184,4358,799,0.09,930.797181,3072.11,905.77,"[80, 75]",sectrobin,40,30,540,80,2,0af291171058ef897055866f872e62a2d45cbfea,2020-06-23 18:35:08 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-23 18:08:43: Run 100', 'update run summary']",540,2018-01-01T00:00:00,m,m,648000,True,continue
,101,1983-04-01T00:00:00,1983-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output101,79.086,,,Andrew Kiss,2020-06-23T23:48:49,7656920,0,[],normal,29407.68,2.836388888888889,118034.67164835165,11.384516941391942,0.02444444444444427,246705.8502767259,2.0901134118601257,3563.519999999553,5184,4358,799,0.088,925.410674,3066.51,910.27,"[80, 75]",sectrobin,40,30,540,80,2,b09281ce8f290e31484d22ae6ee8be7fde584a07,2020-06-23 21:20:08 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-23 20:59:04: Run 101', 'update run summary']",540,2018-01-01T00:00:00,m,m,654480,True,continue
,102,1983-07-01T00:00:00,1983-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output102,79.331,,,Andrew Kiss,2020-06-24T02:44:55,7667704,0,[],normal,30286.08,2.921111111111111,120239.02956521741,11.597128623188407,0.01388888888888884,247654.48722316866,2.0596846807453764,3573.7599999997765,5184,4358,799,0.086,928.994682,3140.32,914.41,"[80, 75]",sectrobin,40,30,540,80,2,0e6e1bde16b6905afb417c2f39757ec24d61e4a6,2020-06-24 00:09:36 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-23 23:50:06: Run 102', 'update run summary']",540,2018-01-01T00:00:00,m,m,660960,True,continue
,103,1983-10-01T00:00:00,1984-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output103,79.87,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart103,43.754,Andrew Kiss,2020-06-24T05:40:13,7678224,0,[],normal,30119.04,2.905,119575.86260869566,11.533165760869565,0.01666666666666705,247412.53622361663,2.0690842685639517,3594.2400000002235,5184,4358,799,0.09,967.877756,3148.57,948.18,"[80, 75]",sectrobin,40,30,540,80,2,2c69eded2cd0b4f6b9ce426b7706c08ceffac91d,2020-06-24 03:57:38 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-24 02:46:18: Run 103', 'update run summary']",540,2018-01-01T00:00:00,m,m,667440,True,continue
,104,1984-01-01T00:00:00,1984-04-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output104,79.438,,,Andrew Kiss,2020-06-24T08:31:59,7691339,0,[],normal,29563.2,2.8513888888888888,118658.88791208791,11.444722985347985,0.011388888888888893,247842.08034154866,2.088693773408445,3563.519999999553,5184,4358,799,0.087,913.787853,3175.77,898.6,"[80, 75]",sectrobin,40,30,540,80,2,0b871e73fd2c885865186324830b057351c06ca6,2020-06-24 06:43:31 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-24 05:41:18: Run 104', 'update run summary', 'update run summary']",540,2018-01-01T00:00:00,m,m,673920,True,continue
,105,1984-04-01T00:00:00,1984-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output105,79.171,,,Andrew Kiss,2020-06-24T11:23:48,7701081,0,[],normal,29589.12,2.8538888888888887,118762.92395604395,11.454757326007325,0.00972222222222241,247987.19255019884,2.088085947109073,3584.0,5184,4358,799,0.09,947.029301,3103.3,925.51,"[80, 75]",sectrobin,40,30,540,80,2,dea36e483e6debd8cbe738103169e133025bf391,2020-06-24 10:34:27 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv, sync_data.sh, tidy_restarts.py","['2020-06-24 08:32:55: Run 105', 'update run summary', 'improve help in tidy_restarts.py and set default k=1', 'improve sync_data.sh']",540,2018-01-01T00:00:00,m,m,680400,True,continue
,106,1984-07-01T00:00:00,1984-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output106,79.402,,,Andrew Kiss,2020-06-24T14:17:28,7716970,0,[],normal,29960.64,2.8897222222222223,118946.99739130435,11.47251132246377,0.004722222222222072,248426.036084453,2.088543986252941,3594.2400000002235,5184,4358,799,0.087,929.217439,3123.37,895.17,"[80, 75]",sectrobin,40,30,540,80,2,7699cdc6d045c7424c238671ff765816785ccbc4,2020-06-24 11:45:31 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-24 11:24:30: Run 106', 'update run summary', 'update run summary']",540,2018-01-01T00:00:00,m,m,686880,True,continue
,107,1984-10-01T00:00:00,1985-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output107,79.831,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart107,43.721,Andrew Kiss,2020-06-24T17:11:18,7737885,0,[],normal,30000.96,2.893611111111111,119107.07217391305,11.487950634057972,0.0036111111111112315,248521.85465004796,2.086541547148192,3655.679999999702,5184,4358,799,0.088,932.689089,3042.25,920.08,"[80, 75]",sectrobin,40,30,540,80,2,eb810f08e2737b49a4b338f1c84fc4232e0082dc,2020-06-24 14:53:37 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-24 14:18:06: Run 107', 'update run summary']",540,2018-01-01T00:00:00,m,m,693360,True,continue
,108,1985-01-01T00:00:00,1985-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output108,79.072,,,Andrew Kiss,2020-06-24T20:04:22,7758879,0,[],normal,29790.72,2.8733333333333335,120900.672,11.660944444444446,0.011111111111111072,247873.47919876734,2.0502241641698014,3584.0,5184,4358,799,0.087,902.03762,3190.74,890.04,"[80, 75]",sectrobin,40,30,540,80,2,e29a7ce8566b0bcb09d254a554e36d11081f3b63,2020-06-24 17:33:12 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-24 17:12:24: Run 108', 'update run summary']",540,2018-01-01T00:00:00,m,m,699840,True,continue
,109,1985-04-01T00:00:00,1985-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output109,79.228,,,Andrew Kiss,2020-06-24T22:55:37,7778502,0,[],normal,29537.28,2.848888888888889,118554.85186813185,11.434688644688643,0.005277777777777715,248371.87270072993,2.094995428588558,3584.0,5184,4358,799,0.086,902.251991,3100.19,886.7,"[80, 75]",sectrobin,40,30,540,80,2,f5c2b0e15b2ed00acfa480702b960acd54963c85,2020-06-24 20:57:22 +1000,"manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-24 20:05:14: Run 109', 'update run summary', 'fix diag_table filename for 1-day mean 3d fields at the start of each month']",540,2018-01-01T00:00:00,m,m,706320,True,continue
,110,1985-07-01T00:00:00,1985-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output110,79.37,,,Andrew Kiss,2020-06-25T01:50:17,7791577,0,[],normal,30139.2,2.9069444444444446,119655.90000000001,11.540885416666669,0.00416666666666643,248475.8473282443,2.076586673354546,3624.9599999999627,5184,4358,799,0.088,933.750721,3089.37,920.5,"[80, 75]",sectrobin,40,30,540,80,2,31c9affd25bb3b40b59385d96d55cbe4200dc08f,2020-06-24 23:16:17 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-24 22:56:34: Run 110', 'update run summary']",540,2018-01-01T00:00:00,m,m,712800,True,continue
,111,1985-10-01T00:00:00,1986-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output111,79.756,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart111,43.731,Andrew Kiss,2020-06-25T04:44:13,7798833,0,[],normal,29980.8,2.8916666666666666,119027.03478260871,11.48023097826087,0.007222222222222463,248212.06592564197,2.085341925714416,3645.44000000041,5184,4358,799,0.087,923.288291,3127.84,912.78,"[80, 75]",sectrobin,40,30,540,80,2,45a2d62ba62b4ff9f541c1e61d5fd700c0f2cfe3,2020-06-25 02:10:16 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-25 01:51:14: Run 111', 'update run summary']",540,2018-01-01T00:00:00,m,m,719280,True,continue
,112,1986-01-01T00:00:00,1986-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output112,79.164,,,Andrew Kiss,2020-06-25T07:34:12,7801307,0,[],normal,29341.44,2.83,119077.344,11.485083333333334,0.003055555555555589,248563.6254534758,2.0874132484301615,3584.0,5184,4358,799,0.089,931.22641,3105.75,915.84,"[80, 75]",sectrobin,40,30,540,80,2,93122c263877a1e9c5f0a79e7e8badcd66793bd4,2020-06-25 06:39:44 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-25 04:44:54: Run 112', 'update run summary', 'update run summary']",540,2018-01-01T00:00:00,m,m,725760,True,continue
,113,1986-04-01T00:00:00,1986-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output113,79.214,,,Andrew Kiss,2020-06-25T10:25:40,7803762,0,[],normal,29600.64,2.855,118809.16219780219,11.459217032967032,0.002777777777777768,248590.13374805602,2.0923481754225732,3635.2000000001863,5184,4358,799,0.088,933.548765,3128.59,919.09,"[80, 75]",sectrobin,40,30,540,80,2,bc106f95584ca839611671161034597ed06a99cb,2020-06-25 07:50:36 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-25 07:34:52: Run 113', 'update run summary']",540,2018-01-01T00:00:00,m,m,732240,True,continue
,114,1986-07-01T00:00:00,1986-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output114,79.378,,,Andrew Kiss,2020-06-25T13:48:49,7806914,1,[7806128],normal,29923.2,2.886111111111111,118798.35652173914,11.45817481884058,0.4997222222222222,212106.3647551071,1.785431810382775,3645.44000000041,5184,4358,799,0.084,897.675931,3161.54,884.02,"[80, 75]",sectrobin,40,30,540,80,2,286c6fb6ed441bbeaf37bdc9fd4a8dfec36fcf46,2020-06-25 10:42:01 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-25 10:26:33: Run 114', 'update run summary']",540,2018-01-01T00:00:00,m,m,738720,True,continue
,115,1986-10-01T00:00:00,1987-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output115,79.762,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart115,43.719,Andrew Kiss,2020-06-25T17:00:57,7811487,0,[],normal,30248.64,2.9175,120090.38869565219,11.582792119565218,0.2847222222222223,226707.36433032615,1.8878060666859513,3624.9599999999627,5184,4358,799,0.089,950.257752,3090.9,939.8,"[80, 75]",sectrobin,40,30,540,80,2,768c0d7ce0eb74a04474dc49d974f55af18545c6,2020-06-25 14:06:22 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['update run summary', '2020-06-25 14:06:22: Run 115']",540,2018-01-01T00:00:00,m,m,745200,True,continue
,116,1987-01-01T00:00:00,1987-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output116,95.582,,,Andrew Kiss,2020-07-05T00:54:17,8000825,5,"[7821115, 7981627, 7981635, 7981861, 7987170]",normal,34519.68,3.3294444444444444,140092.36800000002,13.511995370370371,220.55944444444444,3700.37264516129,0.02641380610513551,3973.1200000001118,5184,4358,799,0.107,1291.3133,4627.22,1285.31,"[80, 75]",sectrobin,40,30,540,80,2,9da6b61aabbfb97d92e23dbd5154e83e8645d965,2020-07-04 21:33:25 +1000,"ice/cice_in.nml, manifests/input.yaml, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary.py, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv, sync_data.sh","['2020-06-25 17:01:41: Run 116', 'update run summary', 'update run summary', 'fix up diag_table for DA ensembles', 'update run_summary.py', 'update run summary', 'update run_summary.py', 'update run summary', 'daily aicen and vicen CICE outputs from 1987 onwards', 'output salt, temp, u, v mean over first day of each month from 1987 onwards', ""output daily 3d temp, salt, u, v, wt and monthly 3d bih_fric_u, bih_fric_v and u_dot_grad_vert_pv; don't sync 3d dailies"", '2020-07-03 20:58:03: Run 116', 'save daily 3d MOM diags in monthly files']",540,2018-01-01T00:00:00,md,md,751680,True,continue
,117,1987-04-01T00:00:00,1987-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output117,95.465,,,Andrew Kiss,2020-07-05T04:16:06,8007263,0,[],normal,34787.52,3.355277777777778,139627.93054945054,13.46720009157509,0.008333333333333304,248215.5196960938,1.7776924625276598,4003.839999999851,5184,4358,799,0.11,1356.975965,4569.26,1337.05,"[80, 75]",sectrobin,40,30,540,80,2,352f344ec2b3b39dee849b0021af29edc8846741,2020-07-05 01:25:21 +1000,"manifests/input.yaml, manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-05 00:55:24: Run 117', 'update run summary']",540,2018-01-01T00:00:00,md,md,758160,True,continue
,118,1987-07-01T00:00:00,1987-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output118,95.992,,,Andrew Kiss,2020-07-05T07:41:31,8014763,0,[],normal,35277.12,3.4025,140054.00086956524,13.508294836956523,0.021111111111111303,247297.62012170386,1.7657304938544134,3809.2800000002608,5184,4358,799,0.109,1362.580982,4587.81,1351.71,"[80, 75]",sectrobin,40,30,540,80,2,c0a96e89c2077d0da054ef7b944ec04309f959ab,2020-07-05 04:49:56 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-05 04:17:48: Run 118', 'update run summary']",540,2018-01-01T00:00:00,md,md,764640,True,continue
,119,1987-10-01T00:00:00,1988-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output119,96.683,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart119,43.744,Andrew Kiss,2020-07-05T11:08:09,8015470,1,[8015465],normal,35170.56,3.3922222222222222,139630.94608695654,13.467490942028986,0.05166666666666675,245098.91788998223,1.7553337906723376,3942.4000000003725,5184,4358,799,0.109,1355.570609,4530.0,1347.09,"[80, 75]",sectrobin,40,30,540,80,2,27fe2659045ef5f86de1afef31c805d00a241499,2020-07-05 08:11:17 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-05 07:42:52: Run 119', 'update run summary']",540,2018-01-01T00:00:00,md,md,771120,True,continue
,120,1988-01-01T00:00:00,1988-04-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output120,96.049,,,Andrew Kiss,2020-07-05T14:31:53,8017994,0,[],normal,35087.04,3.3841666666666668,140830.12483516484,13.583152472527471,0.011388888888888893,247997.40314136125,1.7609684251265896,4014.0800000000745,5184,4358,799,0.11,1388.748358,4656.73,1345.52,"[80, 75]",sectrobin,40,30,540,80,2,2b4a3e935fb0ce22f25019424e8f343632addfdc,2020-07-05 12:29:38 +1000,"config.yaml, manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-05 11:09:18: Run 120', 'update run summary', 'collate on normal queue as wait time is negligible on gadi', 'update run summary']",540,2018-01-01T00:00:00,md,md,777600,True,continue
,121,1988-04-01T00:00:00,1988-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output121,95.693,,,Andrew Kiss,2020-07-05T17:55:05,8019512,0,[],normal,34833.6,3.359722222222222,139812.8835164835,13.485038919413919,0.02694444444444466,246852.28346456692,1.7655903894970006,3993.5999999996275,5184,4358,799,0.105,1291.895548,4569.85,1287.31,"[80, 75]",sectrobin,40,30,540,80,2,c88bc418b4094863e424e181b359e0aedc6b9679,2020-07-05 15:07:11 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-05 14:33:58: Run 121', 'update run summary']",540,2018-01-01T00:00:00,md,md,784080,True,continue
,122,1988-07-01T00:00:00,1988-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output122,96.092,,,Andrew Kiss,2020-07-06T20:40:38,8047039,3,"[8020934, 8022564, 8030127]",normal,48507.84,4.6786111111111115,192581.39739130434,18.574594655797103,22.080555555555556,43506.14406278222,0.22591041841067594,4024.320000000298,5184,4358,799,0.079,1353.519518,6094.52,1302.52,"[80, 75]",sectrobin,40,30,360,80,2,7c2757d8cb14452dedfc1d0b3bb100dd1fe1a31a,2020-07-06 18:14:21 +1000,"accessom2.nml, config.yaml, env.yaml, manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-05 17:56:34: Run 122', 'update run summary', 'reduce timestep from 540 to 450s to avoid Free surface penetrating rock error just after 1988-09-27T09:00:00', 'reduce timestep to 400s to avoid Free surface penetrating rock error just after 1988-09-27T06:00:00', 'track env.yaml', 'track job.yaml', 'reduce timestep to 360s to avoid Free surface penetrating rock error just after 1988-09-27T06:00:00', '2020-07-06 16:00:33: Run 122', 'switch to x77', 'extend forcing end date to 2019-01-01T00:00:00']",360,2018-01-01T00:00:00,md,md,790560,True,continue
,123,1988-10-01T00:00:00,1989-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output123,96.892,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart123,43.755,Andrew Kiss,2020-07-07T00:28:56,8062175,0,[],normal,35449.92,3.4191666666666665,140740.03565217392,13.574463315217391,0.3858333333333337,223600.02102496714,1.588744950850901,3952.6399999996647,5184,4358,799,0.11,1378.775075,4609.54,1375.3,"[80, 75]",sectrobin,40,30,540,80,2,37a5d73ef614cbc0fe93bcf16c37f8b18331437c,2020-07-06 21:18:16 +1000,"accessom2.nml, env.yaml, manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['revert to timestep = 540s', '2020-07-06 21:04:24: Run 123', 'update run summary']",540,2019-01-01T00:00:00,md,md,797040,True,continue
,124,1989-01-01T00:00:00,1989-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output124,95.674,,,Andrew Kiss,2020-07-07T03:48:28,8076194,0,[],normal,34441.92,3.3219444444444446,139776.792,13.481557870370372,0.0036111111111107874,248561.8015369195,1.7782766221800217,3993.5999999996275,5184,4358,799,0.105,1276.996065,4673.31,1270.36,"[80, 75]",sectrobin,40,30,540,80,2,36040de17da1dcc090c9e3cb2f8aff888f98f0e8,2020-07-07 01:09:27 +1000,"env.yaml, manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-07 00:29:34: Run 124', 'update run summary']",540,2019-01-01T00:00:00,md,md,803520,True,continue
,125,1989-04-01T00:00:00,1989-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output125,95.38,,,Andrew Kiss,2020-07-07T07:10:01,8083248,0,[],normal,34801.92,3.3566666666666665,139685.72835164834,13.472774725274723,0.002500000000000391,248646.81121309847,1.7800444909242894,3891.2000000001863,5184,4358,799,0.107,1319.932549,4666.37,1313.58,"[80, 75]",sectrobin,40,30,540,80,2,095590cd4e53d815378a607e0a2332ced5d2875e,2020-07-07 04:54:22 +1000,"env.yaml, manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-07 03:49:02: Run 125', 'update run summary']",540,2019-01-01T00:00:00,md,md,810000,True,continue
