"Summary report generated by run_summary.py, https://github.com/aekiss/run_summary"
report generated:,2020-12-17T10:15:44+11:00
control directory path:,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,git branch:,01deg_jra55v140_iaf_cycle3
output path:,/scratch/x77/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3
,Job Id,Run completion date,Exit Status,Timeout,Walltime Requested (hr),Walltime Used (hr),qsub_flags,Run,Run start,Run end,"Run length (y, m, d, s)",Run length (days),Control directory,Output directory,Output GiB,Restart directory,Restart GiB,Run by,Failed jobs,Failed jobids,Queue,Service Units,SU per model year,Walltime (hr) per model year,Wait (hr) between runs,SU per calendar day,Model years per calendar day,Memory Used (Gb),NCPUs Used,MOM NCPUs,CICE NCPUs,Fraction of MOM runtime in oasis_recv,Max MOM wait for oasis_recv (s),Max CICE wait for coupler (s),Max CICE I/O time (s),MOM tile layout,CICE tile distribution,CICE block_size_x,CICE block_size_y,Timestep (s),MOM barotropic split,CICE dynamic split (ndtd),Git hash of run,Commit date,Git-tracked file changes,Git log messages
,13941880,2020-12-01T02:42:14,0,False,4.0,2.975277777777778,-W umask=027,506,1962-07-01T00:00:00,1962-10-01T00:00:00,,92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output506,488.725,,,Andrew Kiss,,,normal,72263.55,,,,,,10905.599999999627,12144,,,0.231,2450.897111,4524.95,2182.39,"[150, 100]",sectrobin,18,15,,80,2,f0e324f4d0dbc91b0b325767f85f7f9cb8bcee1e,2020-11-30 23:44:52 +1100,,
,13947330,2020-12-01T05:27:50,0,False,4.0,2.748611111111111,-W umask=027,507,1962-10-01T00:00:00,1963-01-01T00:00:00,,92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output507,504.575,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/restart507,58.485,Andrew Kiss,,,normal,66758.27,,,,,,11018.240000000224,12144,,,0.136,1328.063851,4647.11,1220.95,"[150, 100]",sectrobin,18,15,,80,2,a8e6f125c84be4b50b366a2e161d102c32c8912d,2020-12-01 02:44:15 +1100,,
,13953021,2020-12-01T08:10:58,0,False,4.0,2.707222222222222,-W umask=027,508,1963-01-01T00:00:00,1963-04-01T00:00:00,,90.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output508,501.027,,,Andrew Kiss,,,normal,65753.01,,,,,,10649.599999999627,12144,,,0.167,1609.55626,4684.59,1641.35,"[150, 100]",sectrobin,18,15,,80,2,8d05df7f7bdeac349d08d71f791b0bf3ffb13abc,2020-12-01 05:29:24 +1100,,
,13958253,2020-12-01T12:13:42,271,True,4.0,4.032222222222222,,,,,,,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,,,,,Andrew Kiss,,,,97934.61,,,,,,10905.599999999627,12144,,,,,,,,,,,,,,bde9580f260cd0f02e757ff0ca68df01e2be0f89,2020-12-01 08:12:37 +1100,,
,13972131,2020-12-01T15:48:07,0,False,4.0,1.9994444444444444,-W umask=027,509,1963-04-01T00:00:00,1963-07-01T00:00:00,,91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output509,230.109,,,Andrew Kiss,,,normal,48562.51,,,,,,11008.0,12144,,,0.07,498.799575,3189.21,486.74,"[150, 100]",sectrobin,18,15,,80,2,580c360f5a0ca3645233b6a8ff8c6e43f24274a7,2020-12-01 13:49:09 +1100,,
,13979262,2020-12-01T17:52:16,0,False,4.0,2.0608333333333335,-W umask=027,510,1963-07-01T00:00:00,1963-10-01T00:00:00,,92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output510,231.674,,,Andrew Kiss,,,normal,50053.52,,,,,,10567.679999999702,12144,,,0.064,464.775259,3106.76,469.07,"[150, 100]",sectrobin,18,15,,80,2,d3d71f8358df6271d214dd0adeff752840a94852,2020-12-01 15:49:29 +1100,,
,13983890,2020-12-01T19:54:23,0,False,4.0,2.0305555555555554,-W umask=027,511,1963-10-01T00:00:00,1964-01-01T00:00:00,,92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output511,236.283,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/restart511,58.482,Andrew Kiss,,,normal,49318.13,,,,,,10393.599999999627,12144,,,0.094,676.688403,3083.33,667.96,"[150, 100]",sectrobin,18,15,,80,2,bccf1ab1f6a970e16ede5183cd0900648aae424d,2020-12-01 17:53:16 +1100,,
,13988213,2020-12-01T21:02:41,1,False,4.0,1.13,,512,,,,,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,,,,,Andrew Kiss,,,,27445.44,,,,,,9472.0,12144,,,,,,,,,,,,,,07045864235d16133f151bcfa3833c05d9973b9a,2020-12-01 19:56:10 +1100,,
,13989808,2020-12-01T22:59:40,0,False,4.0,1.936388888888889,-W umask=027,512,1964-01-01T00:00:00,1964-04-01T00:00:00,,91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output512,232.993,,,Andrew Kiss,,,normal,47031.01,,,,,,10731.519999999553,12144,,,0.061,421.395701,3171.58,444.61,"[150, 100]",sectrobin,18,15,,80,2,42873a5130f9c94baa28cdae4abe360fda26a4e3,2020-12-01 21:04:31 +1100,,
,13992816,2020-12-02T01:15:18,0,False,4.0,2.2511111111111113,-W umask=027,513,1964-04-01T00:00:00,1964-07-01T00:00:00,,91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output513,229.982,,,Andrew Kiss,,,normal,54674.99,,,,,,10731.519999999553,12144,,,0.185,1483.522773,3185.84,1451.92,"[150, 100]",sectrobin,18,15,,80,2,27a085377e99c6405b59cdd865708bb55d94c4d6,2020-12-01 23:01:05 +1100,,
,13996123,2020-12-02T03:17:15,0,False,4.0,2.029166666666667,-W umask=027,514,1964-07-01T00:00:00,1964-10-01T00:00:00,,92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output514,232.051,,,Andrew Kiss,,,normal,49284.4,,,,,,10721.28000000026,12144,,,0.064,460.733141,3166.81,486.96,"[150, 100]",sectrobin,18,15,,80,2,a6767df1b761d995abfc7f076eb7ca45f587e2a8,2020-12-02 01:16:15 +1100,,
,13998404,2020-12-02T05:16:59,0,False,4.0,1.9855555555555555,-W umask=027,515,1964-10-01T00:00:00,1965-01-01T00:00:00,,92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output515,237.248,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/restart515,58.502,Andrew Kiss,,,normal,48225.17,,,,,,10711.040000000037,12144,,,0.061,429.906936,3092.1,449.13,"[150, 100]",sectrobin,18,15,,80,2,41a63bcdd88c0d4b354b901dcc025550307906ac,2020-12-02 03:18:38 +1100,,
,14000386,2020-12-02T07:12:28,0,False,4.0,1.916111111111111,-W umask=027,516,1965-01-01T00:00:00,1965-04-01T00:00:00,,90.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output516,231.82,,,Andrew Kiss,,,normal,46538.51,,,,,,10629.120000000112,12144,,,0.062,425.529397,3144.11,441.32,"[150, 100]",sectrobin,18,15,,80,2,f3441ef6e7f01022dbec2e60cb87ba13d710536a,2020-12-02 05:18:16 +1100,,
,14002668,2020-12-02T09:15:06,0,False,4.0,2.036111111111111,-W umask=027,517,1965-04-01T00:00:00,1965-07-01T00:00:00,,91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output517,231.018,,,Andrew Kiss,,,normal,49453.07,,,,,,10567.679999999702,12144,,,0.064,462.328515,3163.03,926.85,"[150, 100]",sectrobin,18,15,,80,2,70aa1c4fab7e51da20ca77b20431b6305d99d2bf,2020-12-02 07:13:40 +1100,,
,14006011,2020-12-02T12:38:18,0,False,4.0,2.0119444444444445,-W umask=027,518,1965-07-01T00:00:00,1965-10-01T00:00:00,,92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output518,227.976,,,Andrew Kiss,,,normal,48866.11,,,,,,10577.919999999925,12144,,,0.322,3892.086063,3170.33,3908.87,"[150, 100]",sectrobin,18,15,,80,2,18300c81b524df13ca5b5a658f540663a7b20b8f,2020-12-02 09:16:04 +1100,,
,14012895,2020-12-02T16:21:27,0,False,4.0,2.756388888888889,-W umask=027,519,1965-10-01T00:00:00,1966-01-01T00:00:00,,92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output519,237.975,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/restart519,58.519,Andrew Kiss,,,normal,66947.17,,,,,,10670.080000000075,12144,,,0.244,3203.62643,6295.71,3083.17,"[150, 100]",sectrobin,18,15,,80,2,1393455fe6d6f8d4c2633cd98ca9cd62dbd9bca2,2020-12-02 12:42:02 +1100,,
,14021428,2020-12-02T19:19:23,0,False,4.0,2.9583333333333335,-W umask=027,520,1966-01-01T00:00:00,1966-04-01T00:00:00,,90.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output520,232.487,,,Andrew Kiss,,,normal,71852.0,,,,,,10311.679999999702,12144,,,0.404,4268.667156,3003.29,4134.21,"[150, 100]",sectrobin,18,15,,80,2,c4dd2337412117f741b29636dffcb0d090250dbb,2020-12-02 16:22:31 +1100,,
,14026277,2020-12-02T21:21:30,0,False,4.0,1.9677777777777778,-W umask=027,521,1966-04-01T00:00:00,1966-07-01T00:00:00,,91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output521,231.231,,,Andrew Kiss,,,normal,47793.39,,,,,,10373.120000000112,12144,,,0.09,627.365492,3134.23,646.47,"[150, 100]",sectrobin,18,15,,80,2,c6c36fcf36fbd2edd8895a0225ce260c70c3ce28,2020-12-02 21:12:42 +1100,,
,14028823,2020-12-02T23:22:21,0,False,4.0,2.008611111111111,-W umask=027,522,1966-07-01T00:00:00,1966-10-01T00:00:00,,92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output522,233.441,,,Andrew Kiss,,,normal,48785.15,,,,,,10813.44000000041,12144,,,0.061,437.305571,3136.2,456.59,"[150, 100]",sectrobin,18,15,,80,2,350efd0318ea82d7b7322ce47b8a268bcc288ebc,2020-12-02 21:22:29 +1100,,
,14032369,2020-12-03T01:37:29,0,False,4.0,2.025,-W umask=027,523,1966-10-01T00:00:00,1967-01-01T00:00:00,,92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output523,238.185,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/restart523,58.488,Andrew Kiss,,,normal,49183.2,,,,,,10577.919999999925,12144,,,0.061,436.132054,3008.73,439.03,"[150, 100]",sectrobin,18,15,,80,2,2406e4fe4de17ff9b53f1762c77f5d239cff50f7,2020-12-02 23:36:45 +1100,,
,14036614,2020-12-03T03:32:07,0,False,4.0,1.9044444444444444,-W umask=027,524,1967-01-01T00:00:00,1967-04-01T00:00:00,,90.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output524,233.444,,,Andrew Kiss,,,normal,46255.15,,,,,,10782.71999999974,12144,,,0.061,409.186318,3076.54,428.69,"[150, 100]",sectrobin,18,15,,80,2,eba2f80b4122580c05620abe64665fba6935f6bc,2020-12-03 01:38:27 +1100,,
,14038957,2020-12-03T05:47:43,0,False,4.0,2.256111111111111,-W umask=027,525,1967-04-01T00:00:00,1967-07-01T00:00:00,,91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output525,232.14,,,Andrew Kiss,,,normal,54796.43,,,,,,10762.240000000224,12144,,,0.198,1587.913008,3115.72,1605.11,"[150, 100]",sectrobin,18,15,,80,2,20feade7a61d01939ae96f1d4a7fb002eb5eea20,2020-12-03 03:33:01 +1100,,
,14041457,2020-12-03T07:47:34,0,False,4.0,1.993611111111111,-W umask=027,526,1967-07-01T00:00:00,1967-10-01T00:00:00,,92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output526,233.269,,,Andrew Kiss,,,normal,48420.83,,,,,,10567.679999999702,12144,,,0.061,429.672226,3067.31,447.13,"[150, 100]",sectrobin,18,15,,80,2,df3b1f2e2b4f69f62712627280c212735a11d977,2020-12-03 05:48:32 +1100,,
,14043890,2020-12-03T10:00:00,0,False,4.0,2.2041666666666666,-W umask=027,527,1967-10-01T00:00:00,1968-01-01T00:00:00,,92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output527,239.034,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/restart527,58.499,Andrew Kiss,,,normal,53534.8,,,,,,10485.759999999776,12144,,,0.153,1201.205821,3029.99,1217.24,"[150, 100]",sectrobin,18,15,,80,2,9f4c636b630302f8444a3e4f43b9968d7f809907,2020-12-03 09:56:28 +1100,,
,14049274,2020-12-03T11:56:49,0,False,4.0,1.9347222222222222,-W umask=027,528,1968-01-01T00:00:00,1968-04-01T00:00:00,,91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output528,235.836,,,Andrew Kiss,,,normal,46990.53,,,,,,10608.639999999665,12144,,,0.063,434.155517,3115.25,452.83,"[150, 100]",sectrobin,18,15,,80,2,4224150296cd05f044a2d2aa52d74d2475317072,2020-12-03 10:01:27 +1100,,
,14054994,2020-12-03T13:55:39,0,False,4.0,1.9675,-W umask=027,529,1968-04-01T00:00:00,1968-07-01T00:00:00,,91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output529,233.014,,,Andrew Kiss,,,normal,47786.64,,,,,,10444.799999999814,12144,,,0.063,441.73811,3161.04,461.77,"[150, 100]",sectrobin,18,15,,80,2,12c7f209eb7c785909d698ba63125d38b606945d,2020-12-03 11:58:19 +1100,,
,14058393,2020-12-03T15:56:43,0,False,4.0,2.0108333333333333,-W umask=027,530,1968-07-01T00:00:00,1968-10-01T00:00:00,,92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output530,234.172,,,Andrew Kiss,,,normal,48839.12,,,,,,10526.71999999974,12144,,,0.057,408.716613,3130.83,420.75,"[150, 100]",sectrobin,18,15,,80,2,3f016a0298673384cf6a74aa3e4ff9b74fa36ea3,2020-12-03 13:56:50 +1100,,
,14065082,2020-12-03T17:52:40,0,False,4.0,1.9222222222222223,-W umask=027,531,1968-10-01T00:00:00,1969-01-01T00:00:00,,92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output531,239.303,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/restart531,58.502,Andrew Kiss,,,normal,46686.93,,,,,,10373.120000000112,12144,,,0.06,414.677218,2992.46,433.92,"[150, 100]",sectrobin,18,15,,80,2,a01d83a80c3f4b744ed1b1d4a5fb4128370ddf3b,2020-12-03 15:58:00 +1100,,
,14070615,2020-12-03T19:54:24,0,False,4.0,1.931111111111111,-W umask=027,532,1969-01-01T00:00:00,1969-04-01T00:00:00,,90.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output532,233.336,,,Andrew Kiss,,,normal,46902.83,,,,,,10618.879999999888,12144,,,0.065,446.759408,3081.94,435.45,"[150, 100]",sectrobin,18,15,,80,2,f62ce60456e171a0b543dc5f1bd3c9e3a675da0f,2020-12-03 17:59:44 +1100,,
,14074115,2020-12-03T20:29:32,1,False,4.0,0.5766666666666667,,533,,,,,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,,,,,Andrew Kiss,,,,14006.08,,,,,,9287.679999999702,12144,,,,,,,,,,,,,,ee5e435b89b591e47f42b80d671e9abf0f1db58f,2020-12-03 19:55:41 +1100,,
,14079224,2020-12-04T07:53:08,1,False,4.0,1.1577777777777778,,533,,,,,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,,,,,Andrew Kiss,,,,28120.11,,,,,,10065.919999999925,12144,,,,,,,,,,,,,,ee5e435b89b591e47f42b80d671e9abf0f1db58f,2020-12-03 19:55:41 +1100,,
,14079589,2020-12-04T08:43:29,1,False,4.0,0.8344444444444444,,533,,,,,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,,,,,Andrew Kiss,,,,20266.99,,,,,,9256.959999999963,12144,,,,,,,,,,,,,,ad7d291df2db9d536b52609ecd662d7a3ded5cf6,2020-12-04 07:54:05 +1100,,
,14080270,2020-12-04T10:23:24,1,False,4.0,1.6627777777777777,,533,,,,,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,,,,,Andrew Kiss,,,,40385.55,,,,,,10700.799999999814,12144,,,,,,,,,,,,,,ad7d291df2db9d536b52609ecd662d7a3ded5cf6,2020-12-04 07:54:05 +1100,,
,14089352,2020-12-04T13:50:09,0,False,4.0,2.015277777777778,-W umask=027,533,1969-04-01T00:00:00,1969-07-01T00:00:00,,91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output533,232.371,,,Andrew Kiss,,,normal,48947.07,,,,,,10741.759999999776,12144,,,0.066,472.184072,3121.87,489.38,"[150, 100]",sectrobin,18,15,,80,2,54e8045e6ac92a80544beb9e94407d5709387dbd,2020-12-04 11:50:17 +1100,,
,14095779,2020-12-04T14:04:21,1,False,4.0,0.2063888888888889,,534,,,,,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,,,,,Andrew Kiss,,,,5012.77,,,,,,9338.879999999888,12144,,,,,,,,,,,,,,654825a02476af2b3c1a147fe47503a53a662454,2020-12-04 13:52:46 +1100,,
,14096473,2020-12-04T14:15:46,1,False,4.0,0.16666666666666666,,534,,,,,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,,,,,Andrew Kiss,,,,4048.0,,,,,,8519.679999999702,12144,,,,,,,,,,,,,,654825a02476af2b3c1a147fe47503a53a662454,2020-12-04 13:52:46 +1100,,
,14097046,2020-12-04T16:14:12,0,False,4.0,1.9552777777777777,-W umask=027,534,1969-07-01T00:00:00,1969-10-01T00:00:00,,92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output534,235.228,,,Andrew Kiss,,,normal,47489.79,,,,,,10516.480000000447,12144,,,0.063,439.328807,3045.76,455.7,"[150, 100]",sectrobin,18,15,,80,2,e47775e931cbb10868864914156c0dfa881ccca7,2020-12-04 15:32:14 +1100,,
,14103954,2020-12-04T18:16:12,0,False,4.0,2.0297222222222224,-W umask=027,535,1969-10-01T00:00:00,1970-01-01T00:00:00,,92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output535,239.662,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/restart535,58.496,Andrew Kiss,,,normal,49297.89,,,,,,10946.55999999959,12144,,,0.064,462.701183,2991.59,445.21,"[150, 100]",sectrobin,18,15,,80,2,1754f90c1d5136aa6418749ce602080486f2b154,2020-12-04 16:15:11 +1100,,
,14108425,2020-12-04T20:17:28,0,False,4.0,1.9647222222222223,-W umask=027,536,1970-01-01T00:00:00,1970-04-01T00:00:00,,90.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output536,234.45,,,Andrew Kiss,,,normal,47719.17,,,,,,10629.120000000112,12144,,,0.063,442.433044,3088.05,445.94,"[150, 100]",sectrobin,18,15,,80,2,53780f552a70a886adac47ffe6c4aac2f800592f,2020-12-04 18:20:20 +1100,,
,14114119,2020-12-04T22:26:03,0,False,4.0,2.1286111111111112,-W umask=027,537,1970-04-01T00:00:00,1970-07-01T00:00:00,,91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output537,232.618,,,Andrew Kiss,,,normal,51699.71,,,,,,10915.839999999851,12144,,,0.143,1083.257127,3105.1,1008.83,"[150, 100]",sectrobin,18,15,,80,2,5bbba5a851b65422f5fe63ebc61749a7161007f4,2020-12-04 20:19:14 +1100,,
,14117289,2020-12-05T00:26:34,0,False,4.0,1.9938888888888888,-W umask=027,538,1970-07-01T00:00:00,1970-10-01T00:00:00,,92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output538,234.124,,,Andrew Kiss,,,normal,48427.57,,,,,,10987.519999999553,12144,,,0.063,448.122988,3102.01,466.45,"[150, 100]",sectrobin,18,15,,80,2,cfe316243e1b09c8a7677942d517e34372953539,2020-12-04 22:27:48 +1100,,
,14119738,2020-12-05T02:32:37,0,False,4.0,2.0966666666666667,-W umask=027,539,1970-10-01T00:00:00,1971-01-01T00:00:00,,92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output539,239.351,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/restart539,58.496,Andrew Kiss,,,normal,50923.84,,,,,,10526.71999999974,12144,,,0.117,878.702098,2969.6,812.46,"[150, 100]",sectrobin,18,15,,80,2,aa89d74534ce19c2917d40638bf4a4f39cfb58e0,2020-12-05 00:27:29 +1100,,
,14121866,2020-12-05T04:28:34,0,False,4.0,1.9208333333333334,-W umask=027,540,1971-01-01T00:00:00,1971-04-01T00:00:00,,90.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output540,233.037,,,Andrew Kiss,,,normal,46653.2,,,,,,10639.360000000335,12144,,,0.062,425.800919,3096.62,432.25,"[150, 100]",sectrobin,18,15,,80,2,985da5f67cada04b83347dc0d81af347bdcae060,2020-12-05 02:34:07 +1100,,
,14123621,2020-12-05T06:24:49,0,False,4.0,1.9155555555555555,-W umask=027,541,1971-04-01T00:00:00,1971-07-01T00:00:00,,91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output541,232.63,,,Andrew Kiss,,,normal,46525.01,,,,,,10496.0,12144,,,0.06,406.595488,3130.81,425.2,"[150, 100]",sectrobin,18,15,,80,2,b55c86aefada832869abb35975ea76462c242653,2020-12-05 04:30:32 +1100,,
,14125283,2020-12-05T08:22:43,0,False,4.0,1.9547222222222222,-W umask=027,542,1971-07-01T00:00:00,1971-10-01T00:00:00,,92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output542,234.191,,,Andrew Kiss,,,normal,47476.29,,,,,,10414.080000000075,12144,,,0.06,420.037582,3130.76,439.14,"[150, 100]",sectrobin,18,15,,80,2,a07d015d0359b4e3a62e86539c07266dcc1fa33e,2020-12-05 06:26:06 +1100,,
,14126977,2020-12-05T10:21:01,0,False,4.0,1.951111111111111,-W umask=027,543,1971-10-01T00:00:00,1972-01-01T00:00:00,,92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output543,239.484,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/restart543,58.491,Andrew Kiss,,,normal,47388.59,,,,,,10403.839999999851,12144,,,0.066,456.621434,3020.6,473.6,"[150, 100]",sectrobin,18,15,,80,2,19cb5caa884d2656d13fad4efc468d76e78b43ba,2020-12-05 08:24:40 +1100,,
,14128945,2020-12-05T12:17:53,0,False,4.0,1.931111111111111,-W umask=027,544,1972-01-01T00:00:00,1972-04-01T00:00:00,,91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output544,236.117,,,Andrew Kiss,,,normal,46902.83,,,,,,10383.360000000335,12144,,,0.068,468.754065,3192.83,497.57,"[150, 100]",sectrobin,18,15,,80,2,02c065dd700d28d0f51923cb20deb91a1069e52e,2020-12-05 10:22:41 +1100,,
,14131247,2020-12-05T14:16:48,0,False,4.0,1.9555555555555555,-W umask=027,545,1972-04-01T00:00:00,1972-07-01T00:00:00,,91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output545,233.535,,,Andrew Kiss,,,normal,47496.53,,,,,,10414.080000000075,12144,,,0.057,400.271081,3225.77,418.79,"[150, 100]",sectrobin,18,15,,80,2,4ab098b377f3529d82febf1925234ab160bab4e8,2020-12-05 12:20:10 +1100,,
,14133000,2020-12-05T16:14:08,0,False,4.0,1.9425,-W umask=027,546,1972-07-01T00:00:00,1972-10-01T00:00:00,,92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output546,234.658,,,Andrew Kiss,,,normal,47179.44,,,,,,10403.839999999851,12144,,,0.057,394.052431,3103.2,411.39,"[150, 100]",sectrobin,18,15,,80,2,e1627fae45715872dd8364d4bc3c66792703c0b2,2020-12-05 14:18:13 +1100,,
