,Run,Run start,Run end,"Run length (y, m, d, s)",Run length (days),Control directory,Output directory,Output GiB,Restart directory,Restart GiB,Run by,Run completion date,Job Id,Failed jobs,Failed jobids,Queue,Service Units,Walltime Used (hr),SU per model year,Walltime (hr) per model year,Wait (hr) between runs,SU per calendar day,Model years per calendar day,Memory Used (Gb),NCPUs Used,MOM NCPUs,CICE NCPUs,Fraction of MOM runtime in oasis_recv,Max MOM wait for oasis_recv (s),Max CICE wait for coupler (s),Max CICE I/O time (s),MOM tile layout,CICE tile distribution,CICE block_size_x,CICE block_size_y,Timestep (s),MOM barotropic split,CICE dynamic split (ndtd),Git hash of run,Commit date,Git-tracked file changes,Git log messages,accessom2.nml -> accessom2_nml -> ice_ocean_timestep,ice/cice_in.nml -> icefields_mechred_nml -> f_dvirdgdt,ice/cice_in.nml -> icefields_nml -> f_daidtd,ice/cice_in.nml -> icefields_nml -> f_daidtt,ice/cice_in.nml -> icefields_nml -> f_fcondtop_ai,ice/cice_in.nml -> icefields_nml -> f_fresh,ice/cice_in.nml -> icefields_nml -> f_fsurf_ai,ice/cice_in.nml -> icefields_nml -> f_meltb,ice/cice_in.nml -> icefields_nml -> f_melts,ice/cice_in.nml -> icefields_nml -> f_meltt,ice/cice_in.nml -> setup_nml -> istep0,ice/cice_in.nml -> setup_nml -> use_restart_time
,264,1963-01-01T00:00:00,1963-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle2,/scratch/x77/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle2/output264,89.301,,,Andrew Kiss,2020-08-22T18:01:40,10342999,0,[],normal,28359.36,2.7352777777777777,115091.736,11.100668981481482,0.004444444444444695,248428.33863935922,2.1585245585257242,3635.2000000001863,5184,4358,799,0.093,941.178525,2838.77,928.88,"[80, 75]",sectrobin,40,30,540,80,2,ca77c383b4c0a7a5f0175e60ef44d45042badeaf,2020-08-22 15:17:52 +1000,manifests/restart.yaml,['2020-08-22 15:17:52: Run 264'],540,x,m,m,x,x,x,x,x,x,1710720,True
,265,1963-04-01T00:00:00,1963-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle2,/scratch/x77/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle2/output265,89.373,,,Andrew Kiss,2020-08-22T20:48:36,10346041,0,[],normal,28802.88,2.7780555555555555,115607.16395604395,11.150382326007325,0.004166666666666874,248459.3482428115,2.1491691322631223,3665.9199999999255,5184,4358,799,0.097,992.44656,2858.5,980.42,"[80, 75]",sectrobin,40,30,540,80,2,5fe9f3aec7b05fe536da89dd07e4f205c22b638e,2020-08-22 18:02:23 +1000,manifests/restart.yaml,['2020-08-22 18:02:23: Run 265'],540,x,m,m,x,x,x,x,x,x,1717200,True
,266,1963-07-01T00:00:00,1963-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle2,/scratch/x77/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle2/output266,89.625,,,Andrew Kiss,2020-08-22T23:38:05,10347811,0,[],normal,29257.92,2.8219444444444446,116157.12260869566,11.203426177536233,0.002777777777777768,248587.30337299634,2.1400952243834834,3686.4000000003725,5184,4358,799,0.091,949.050387,2983.37,935.59,"[80, 75]",sectrobin,40,30,540,80,2,a25bf73223e0d48d3b6c986b7611161665123e27,2020-08-22 20:49:12 +1000,manifests/restart.yaml,['2020-08-22 20:49:12: Run 266'],540,x,m,m,x,x,x,x,x,x,1723680,True
,267,1963-10-01T00:00:00,1964-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle2,/scratch/x77/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle2/output267,90.047,/scratch/x77/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle2/restart267,43.604,Andrew Kiss,2020-08-23T02:27:01,10350426,0,[],normal,29162.88,2.812777777777778,115779.80347826089,11.167033514492754,0.002777777777777768,248586.50670876086,2.1470627798693416,3665.9199999999255,5184,4358,799,0.095,980.601439,2849.26,973.91,"[80, 75]",sectrobin,40,30,540,80,2,9a0a16d6def82adb92ee94335c7086f3e24e38d4,2020-08-22 23:38:42 +1000,manifests/restart.yaml,['2020-08-22 23:38:41: Run 267'],540,x,m,m,x,x,x,x,x,x,1730160,True
,268,1964-01-01T00:00:00,1964-04-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle2,/scratch/x77/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle2/output268,89.464,,,Andrew Kiss,2020-08-23T05:12:56,10351580,0,[],normal,28661.76,2.7644444444444445,115040.74549450548,11.095750915750916,0.0008333333333334636,248757.01295831238,2.1623383253387676,3665.9199999999255,5184,4358,799,0.096,980.412091,2822.25,965.44,"[80, 75]",sectrobin,40,30,540,80,2,2d9cc58f2c1430e799708698ac12934f5402e366,2020-08-23 02:27:34 +1000,manifests/restart.yaml,['2020-08-23 02:27:34: Run 268'],540,x,m,m,x,x,x,x,x,x,1736640,True
,269,1964-04-01T00:00:00,1964-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle2,/scratch/x77/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle2/output269,89.339,,,Andrew Kiss,2020-08-23T07:59:48,10352450,0,[],normal,28808.64,2.778611111111111,115630.28307692306,11.152612179487178,0.0024999999999999467,248608.31961646024,2.150027769551282,3655.679999999702,5184,4358,799,0.096,987.82555,2879.42,977.08,"[80, 75]",sectrobin,40,30,540,80,2,8a96314228dfa43c84e751deb0d885a44a8417ef,2020-08-23 05:13:30 +1000,manifests/restart.yaml,['2020-08-23 05:13:30: Run 269'],540,x,m,m,x,x,x,x,x,x,1743120,True
,270,1964-07-01T00:00:00,1964-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle2,/scratch/x77/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle2/output270,89.668,,,Andrew Kiss,2020-08-23T10:51:27,10353601,0,[],normal,29632.32,2.8580555555555556,117643.53130434784,11.346791213768118,0.002777777777777768,248590.39207690067,2.1130816911113355,3635.2000000001863,5184,4358,799,0.094,994.866694,2910.68,981.32,"[80, 75]",sectrobin,40,30,540,80,2,2c30435382c87e14788dee5fa3958680d23fa208,2020-08-23 08:00:20 +1000,manifests/restart.yaml,['2020-08-23 08:00:20: Run 270'],540,x,m,m,x,x,x,x,x,x,1749600,True
,271,1964-10-01T00:00:00,1965-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle2,/scratch/x77/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle2/output271,90.118,/scratch/x77/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle2/restart271,43.637,Andrew Kiss,2020-08-23T13:41:17,10355197,0,[],normal,29306.88,2.8266666666666667,116351.4991304348,11.222173913043479,0.0038888888888890527,248490.1307163886,2.135684822056491,3665.9199999999255,5184,4358,799,0.097,1012.194245,2871.65,1002.33,"[80, 75]",sectrobin,40,30,540,80,2,564769b1233b23c0a583fb88ccec61a42fafc1ab,2020-08-23 10:52:09 +1000,manifests/restart.yaml,['2020-08-23 10:52:09: Run 271'],540,x,m,m,x,x,x,x,x,x,1756080,True
,272,1965-01-01T00:00:00,1965-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle2,/scratch/x77/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle2/output272,89.277,,,Andrew Kiss,2020-08-23T16:26:15,10356802,0,[],normal,28370.88,2.736388888888889,115138.48800000001,11.105178240740742,0.013055555555555376,247650.4376641746,2.150891869139141,3635.2000000001863,5184,4358,799,0.098,982.918711,2875.55,975.78,"[80, 75]",sectrobin,40,30,540,80,2,f781454bce120624a28e62b80a57ae621077afd3,2020-08-23 13:42:29 +1000,manifests/restart.yaml,['2020-08-23 13:42:29: Run 272'],540,x,m,m,x,x,x,x,x,x,1762560,True
,273,1965-04-01T00:00:00,1965-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle2,/scratch/x77/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle2/output273,89.42,,,Andrew Kiss,2020-08-23T19:14:53,10361340,1,[10361261],normal,28713.6,2.7694444444444444,115248.81758241757,11.115819597069596,0.04111111111111132,245192.23561968765,2.12750326435535,3584.0,5184,4358,799,0.098,993.512396,2831.7,988.19,"[80, 75]",sectrobin,40,30,540,80,2,f1e1c32acc9e0ec869463ee4bd712068879da72c,2020-08-23 16:28:00 +1000,manifests/restart.yaml,['2020-08-23 16:28:00: Run 273'],540,x,m,m,x,x,x,x,x,x,1769040,True
