,Run,Run start,Run end,"Run length (y, m, d, s)",Run length (days),Control directory,Output directory,Output GiB,Restart directory,Restart GiB,Run by,Run completion date,Job Id,Failed jobs,Failed jobids,Queue,Service Units,Walltime Used (hr),SU per model year,Walltime (hr) per model year,Wait (hr) between runs,SU per calendar day,Model years per calendar day,Memory Used (Gb),NCPUs Used,MOM NCPUs,CICE NCPUs,Fraction of MOM runtime in oasis_recv,Max MOM wait for oasis_recv (s),Max CICE wait for coupler (s),Max CICE I/O time (s),MOM tile layout,CICE tile distribution,CICE block_size_x,CICE block_size_y,Timestep (s),MOM barotropic split,CICE dynamic split (ndtd),Git hash of run,Commit date,Git-tracked file changes,Git log messages,accessom2.nml -> accessom2_nml -> ice_ocean_timestep,accessom2.nml -> date_manager_nml -> restart_period,ice/cice_in.nml -> icefields_bgc_nml -> f_bgc_n_sk,ice/cice_in.nml -> icefields_bgc_nml -> f_bgc_nit_sk,ice/cice_in.nml -> icefields_bgc_nml -> f_ppnet,ice/cice_in.nml -> icefields_mechred_nml -> f_dardg2dt,ice/cice_in.nml -> icefields_nml -> f_albsni,ice/cice_in.nml -> icefields_nml -> f_fhocn_ai,ice/cice_in.nml -> icefields_nml -> f_fswabs_ai,ice/cice_in.nml -> icefields_nml -> f_meltl,ice/cice_in.nml -> icefields_nml -> f_sinz,ice/cice_in.nml -> icefields_nml -> f_tinz,ice/cice_in.nml -> setup_nml -> istep0,ice/cice_in.nml -> setup_nml -> use_restart_time
,903,1996-10-01T00:00:00,1997-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output903,346.815,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart903,70.734,Andrew Kiss,2022-03-14T05:24:58,36643492,0,[],normal,56058.05,2.3080555555555557,222556.5517663044,9.163231431159423,0.05916666666666659,568342.5862473598,2.553699640548656,14776.320000000298,12144,10461,1682,0.043,353.931092,3792.1,377.26,"[150, 100]",sectrobin,18,15,540,80,2,6970c0838785ebe673e267467818f710450bcc2e,2022-03-14 04:46:04 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2022-03-14 03:07:20: Run 903', 'update run summary']",540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5851440,True
,904,1997-01-01T00:00:00,1997-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output904,344.247,,,Andrew Kiss,2022-03-14T07:41:09,36645868,0,[],normal,54492.83,2.243611111111111,221150.06841666668,9.10532175925926,0.026111111111111196,576206.1573858769,2.605498436022423,14694.400000000373,12144,10461,1682,0.042,337.041757,3901.94,362.59,"[150, 100]",sectrobin,18,15,540,80,2,9cb9a71e2fce0a76cee089f87482120aac610807,2022-03-14 05:27:23 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-14 05:27:22: Run 904'],540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5857920,True
,905,1997-04-01T00:00:00,1997-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output905,350.192,,,Andrew Kiss,2022-03-14T10:03:58,36648251,0,[],normal,57036.32,2.348333333333333,228928.74593406593,9.425590659340658,0.03194444444444455,575089.0474967908,2.512087528153511,14888.959999999963,12144,10461,1682,0.071,606.284466,3960.88,428.12,"[150, 100]",sectrobin,18,15,540,80,2,7bd1d05579e1389994f9780bbbbaabbd90206f34,2022-03-14 07:43:53 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-14 07:43:53: Run 905'],540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5864400,True
,906,1997-07-01T00:00:00,1997-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output906,347.385,,,Andrew Kiss,2022-03-14T12:29:21,36650533,0,[],normal,57906.64,2.3841666666666668,229895.65500000003,9.465400815217393,0.03888888888888875,573556.5397225725,2.4948559368056453,14571.519999999553,12144,10461,1682,0.056,480.588571,4008.8,371.88,"[150, 100]",sectrobin,18,15,540,80,2,cf2ec93d4196c444949b5dbafa9ea472bb374d06,2022-03-14 10:07:07 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-14 10:07:06: Run 906'],540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5870880,True
,907,1997-10-01T00:00:00,1998-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output907,346.972,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart907,70.729,Andrew Kiss,2022-03-14T14:49:26,36655248,0,[],normal,56489.84,2.325833333333333,224270.805,9.233811141304349,0.008888888888888946,580692.7038667459,2.5892478687395175,14520.320000000298,12144,10461,1682,0.043,353.870159,3862.91,379.9,"[150, 100]",sectrobin,18,15,540,80,2,a8a4f88a7525223e57bad6c34433244faff2d89e,2022-03-14 12:30:43 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-14 12:30:42: Run 907'],540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5877360,True
,908,1998-01-01T00:00:00,1998-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output908,343.923,,,Andrew Kiss,2022-03-15T12:00:46,36681613,0,[],normal,55639.76,2.2908333333333335,225804.6926666667,9.29696527777778,18.89805555555556,63021.43765076036,0.2790971122278345,14745.599999999627,12144,10461,1682,0.054,436.82474,3934.22,460.96,"[150, 100]",sectrobin,18,15,540,80,2,45c86cda739b35ba63a3adda2b975ca1faeb1694,2022-03-15 09:44:30 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['update run summary', 'update run summary', '2022-03-15 09:44:29: Run 908']",540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5883840,True
,909,1998-04-01T00:00:00,1998-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output909,350.033,,,Andrew Kiss,2022-03-15T14:29:24,36691274,0,[],normal,56145.76,2.3116666666666665,225354.27296703297,9.278420329670329,0.16555555555555568,543955.3334828437,2.4137786531450365,15011.839999999851,12144,10461,1682,0.04,333.638901,4035.61,365.81,"[150, 100]",sectrobin,18,15,540,80,2,3122ee18cb43565604639c4135789b79c5f56830,2022-03-15 13:49:00 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2022-03-15 12:11:46: Run 909', 'update run summary']",540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5890320,True
,910,1998-07-01T00:00:00,1998-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output910,347.408,,,Andrew Kiss,2022-03-15T17:04:36,36697633,0,[],normal,62109.81,2.5572222222222223,246582.69676630435,10.152450181159422,0.029444444444444162,576276.587628866,2.3370520121086393,14786.55999999959,12144,10461,1682,0.043,397.389712,4748.5,429.65,"[150, 100]",sectrobin,18,15,540,80,2,36d76958d79f6f0e91bbc8ce1e08312bc36fda45,2022-03-15 16:26:19 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2022-03-15 14:32:03: Run 910', 'update run summary']",540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5896800,True
,911,1998-10-01T00:00:00,1999-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output911,347.222,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart911,70.742,Andrew Kiss,2022-03-15T20:08:10,36705106,0,[],normal,73889.49,3.042222222222222,293349.3067663044,12.077952898550725,0.01722222222222225,579630.6460867987,1.9759059684724574,14745.599999999627,12144,10461,1682,0.214,2349.004079,4594.89,1424.89,"[150, 100]",sectrobin,18,15,540,80,2,a1a6a6d51a70c0c3bb21048eabdb3373ec3e828a,2022-03-15 19:06:33 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2022-03-15 17:06:24: Run 911', 'update run summary']",540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5903280,True
,912,1999-01-01T00:00:00,1999-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output912,344.468,,,Andrew Kiss,2022-03-15T22:36:16,36714514,0,[],normal,55936.61,2.3030555555555554,227009.40891666667,9.34656712962963,0.16527777777777786,543880.6103983795,2.395850520002163,14776.320000000298,12144,10461,1682,0.042,344.2051,4011.54,371.85,"[150, 100]",sectrobin,18,15,540,80,2,62bca48c29c99158ca9475604b5e55791203bd86,2022-03-15 22:02:24 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2022-03-15 20:19:02: Run 912', 'update run summary']",540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5909760,True
,913,1999-04-01T00:00:00,1999-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output913,350.144,,,Andrew Kiss,2022-03-16T01:44:00,36720174,0,[],normal,62366.19,2.5677777777777777,250321.43843406593,10.306382783882784,0.5611111111111113,478377.02556818177,1.9110509613589695,14991.360000000335,12144,10461,1682,0.134,1228.171041,4030.86,764.24,"[150, 100]",sectrobin,18,15,540,80,2,5c4d2f259265531d5c37a7039b7fc3313a103051,2022-03-15 23:11:01 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-15 23:11:01: Run 913'],540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5916240,True
,914,1999-07-01T00:00:00,1999-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output914,347.142,,,Andrew Kiss,2022-03-16T04:22:24,36726981,0,[],normal,63897.68,2.6308333333333334,253680.73500000002,10.444694293478262,0.009166666666666767,580888.0,2.289838840146848,14745.599999999627,12144,10461,1682,0.144,1360.936687,3970.14,918.22,"[150, 100]",sectrobin,18,15,540,80,2,f49643ccb036f4f02c452163b7b34cf0beab5bfe,2022-03-16 01:45:43 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-16 01:45:43: Run 914'],540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5922720,True
,915,1999-10-01T00:00:00,2000-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output915,346.765,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart915,70.74,Andrew Kiss,2022-03-16T06:53:18,36730757,0,[],normal,60888.67,2.5069444444444446,241734.63823369567,9.952841938405799,0.008055555555555483,581044.9622266402,2.4036479276292955,14755.839999999851,12144,10461,1682,0.115,1034.562921,3811.67,651.25,"[150, 100]",sectrobin,18,15,540,80,2,df69da66b173a986bf7a33157aaaa1b151be62c5,2022-03-16 06:08:50 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2022-03-16 04:23:41: Run 915', 'update run summary', 'update run summary']",540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5929200,True
,916,2000-01-01T00:00:00,2000-04-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output916,350.202,,,Andrew Kiss,2022-03-16T09:12:26,36733837,0,[],normal,56219.97,2.314722222222222,225652.13233516482,9.290684523809523,0.004166666666666874,581864.5673215141,2.5785910432136356,14673.919999999925,12144,10461,1682,0.047,388.32388,3943.14,415.16,"[150, 100]",sectrobin,18,15,540,80,2,bdda7bcc5b1f18319c040d707d876f19683b86f9,2022-03-16 08:38:41 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2022-03-16 06:54:21: Run 916', 'update run summary']",540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5935680,True
,917,2000-04-01T00:00:00,2000-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output917,345.956,,,Andrew Kiss,2022-03-16T11:30:18,36736299,0,[],normal,55713.97,2.293888888888889,223621.1817857143,9.207065018315019,0.0038888888888886086,581925.411992263,2.602282160148384,15001.599999999627,12144,10461,1682,0.042,344.852488,3993.42,366.9,"[150, 100]",sectrobin,18,15,540,80,2,e0bfaf904130767bf501aff21139493ad7298c62,2022-03-16 09:13:33 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-16 09:13:33: Run 917'],540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5942160,True
,918,2000-07-01T00:00:00,2000-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output918,347.481,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart918,70.653,Andrew Kiss,2022-03-16T14:28:52,36743196,0,[],normal,62359.44,2.5675,247573.75500000003,10.193254076086957,0.40861111111111104,502879.93429158116,2.031232810972153,14796.799999999814,12144,10461,1682,0.089,805.493272,4029.88,560.99,"[150, 100]",sectrobin,18,15,540,80,2,19ac7ed5ee54cdac17b49cc5db25e8fe409ea837,2022-03-16 13:25:53 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['update run summary', '2022-03-16 11:55:49: Run 918', 'update run summary']",540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5948640,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Run,Run start,Run end,"Run length (y, m, d, s)",Run length (days),Control directory,Output directory,Output GiB,Restart directory,Restart GiB,Run by,Run completion date,Job Id,Failed jobs,Failed jobids,Queue,Service Units,Walltime Used (hr),SU per model year,Walltime (hr) per model year,Wait (hr) between runs,SU per calendar day,Model years per calendar day,Memory Used (Gb),NCPUs Used,MOM NCPUs,CICE NCPUs,Fraction of MOM runtime in oasis_recv,Max MOM wait for oasis_recv (s),Max CICE wait for coupler (s),Max CICE I/O time (s),MOM tile layout,CICE tile distribution,CICE block_size_x,CICE block_size_y,Timestep (s),MOM barotropic split,CICE dynamic split (ndtd),Git hash of run,Commit date,Git-tracked file changes,Git log messages,accessom2.nml -> accessom2_nml -> ice_ocean_timestep,accessom2.nml -> date_manager_nml -> restart_period,ice/cice_in.nml -> icefields_bgc_nml -> f_bgc_n_sk,ice/cice_in.nml -> icefields_bgc_nml -> f_bgc_nit_sk,ice/cice_in.nml -> icefields_bgc_nml -> f_ppnet,ice/cice_in.nml -> icefields_mechred_nml -> f_dardg2dt,ice/cice_in.nml -> icefields_nml -> f_albsni,ice/cice_in.nml -> icefields_nml -> f_fhocn_ai,ice/cice_in.nml -> icefields_nml -> f_fswabs_ai,ice/cice_in.nml -> icefields_nml -> f_meltl,ice/cice_in.nml -> icefields_nml -> f_sinz,ice/cice_in.nml -> icefields_nml -> f_tinz,ice/cice_in.nml -> setup_nml -> istep0,ice/cice_in.nml -> setup_nml -> use_restart_time
Total,153529,,,,15583.0,,,40466.29200000002,,2974.6699999999996,,,6361632629,90,,,9443666.920000002,388.8202777777777,41184119.67333478,1695.6570936583107,2176.7611111111114,95127517.21268293,434.47939909872673,2600161.279999991,2258784,1945746,312852,12.380999999999991,96573.15511999994,622652.62,90331.33000000005,,,3348,2790,99940,14880,372,,,,,99940,,,,,,,,,,,,994867920,185
Mean,825.4247311827957,,,0.6881720430107527,83.77956989247312,,,217.5607096774193,,69.17837209302324,,,34202325.96236559,0.4838709677419355,"[168579.78494624 168696.02688172 168745.16666667 170277.51075269
 170348.65053763 170371.16666667 170373.65053763 170382.58064516
 170971.05913978 170982.66129032 171052.83870968 171150.48924731
 171480.61290323 172049.94623656 172170.82795699 172325.88709677
 172383.80645161 172522.22043011 172574.68817204 174180.67741935
 174411.1344086  174781.05913978 174790.53763441 174790.87634409
 174792.2688172  174793.01075269 174793.53763441 174795.01612903
 175471.59139785 175524.3655914  175560.38709677 175583.3655914
 175602.22043011 175619.10215054 175632.27419355 175648.55376344
 175662.64516129 175671.49462366 175694.22580645 175705.80107527
 175720.05376344 175736.35483871 175752.5483871  175757.47849462
 175769.12365591 175802.38709677 175832.88172043 175862.16129032
 175873.24193548 175882.78494624 175892.72580645 175903.6344086
 175911.55913978 175929.10752688 175998.3172043  176040.58064516
 176115.75806452 176138.19354839 176145.49462366 176164.70967742
 176178.85483871 176195.         176218.30107527 176337.82258065
 176372.98924731 176404.40322581 176432.33333333 176452.12365591
 176466.01612903 176498.04301075 176548.56451613 176632.40860215
 176691.98924731 176707.63978495 176732.01075269 176784.40322581
 176826.61290323 176865.88172043 176893.03763441 176915.62365591
 176951.77956989 176982.27956989 177011.01612903 177040.0483871
 194732.01075269 195047.03763441 195512.69354839 195845.55913978
 196076.57526882 196888.87096774]",,50772.40279569894,2.0904316009557946,221419.99824373538,9.116435987410272,11.76627627627628,514202.7957442321,2.348537292425549,13979.361720430059,12144.0,10461.0,1682.0,0.06656451612903228,519.2105113978495,3347.594731182796,485.6523118279569,125.0,,18.0,15.0,537.3118279569892,80.0,2.0,,,,,537.3118279569892,0.9175627240143369,,,,,,,,,,,5348752.258064516,0.9946236559139785
Median,825.5,,,0.0,91.0,,,122.6265,,70.779,,,32514338.0,0.0,[],,55221.47,2.2736111111111112,223756.60524725274,9.212639652014651,0.02083333333333348,575089.0474967908,2.5684678787626156,13649.919999999925,12144.0,10461.0,1682.0,0.044,341.92962950000003,3322.05,361.095,125.0,,18.0,15.0,540.0,80.0,2.0,,,,,540.0,0.0,,,,,,,,,,,5349240.0,1.0
Min,732,1958-01-01T00:00:00,1958-02-01T00:00:00,"[0, 1, 0, 0]",28.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output732,41.433,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart743,0.0,Andrew Kiss,2021-11-29T17:41:15,31951127,0,[],normal,16961.12,0.6983333333333334,189772.01934065932,7.813406593406594,0.0011111111111112848,659.257041831186,0.002938473801073915,12390.400000000373,12144,10461,1682,0.03,100.896579,916.46,114.42,"[150, 100]",sectrobin,18,15,360,80,2,04f464e1d2cf17d32d2a968ac9f8ad2c531ac275,2021-11-29 17:22:09 +1100,,"['2021-11-29 19:51:23: Run 734', 'update run summary']",360,"[0, 1, 0]",m,m,m,md,md,md,md,m,md,md,4743360,False
Max,918,2000-07-01T00:00:00,2000-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output918,352.396,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart918,72.502,hakase hayashida,2022-03-16T14:28:52,36743196,56,[36621330],normal,83051.47,3.4194444444444443,337050.54908333335,13.877245370370371,2010.2508333333335,582631.2476821193,3.0646466441838602,15032.320000000298,12144,10461,1682,0.443,5271.33685,5616.13,5248.33,"[150, 100]",sectrobin,18,15,540,80,2,ff5f9365a691b6df06b4f31304ac944bb46b71c9,2022-03-16 13:25:53 +1100,"ocean/make_diag_table.py, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv, set_nextdate.sh","['update run summary', 'update set_nextdate.sh https://github.com/COSIMA/access-om2/issues/241', ""enable ./make_diag_table.py https://github.com/COSIMA/make_diag_table/issues/4.\nNote that set_nextdate.sh will generate diag_table based on diag_table_source.yaml at ever single start of the run. so make sure diag_table_source.yaml is up to date (and don't just replace diag_table).""]",540,"[0, 3, 0]",md,md,md,x,x,x,x,x,x,x,5948640,True
Std dev,53.81386909197449,,,1.2365708274342464,20.06976573329149,,,122.70487963819222,,10.677722433795266,,,2114538.830093426,4.228965412068177,,,13453.387809363558,0.5539109049048112,23330.29789860362,0.9605689147976862,147.36405682638912,133366.97630117365,0.6539257164041076,835.3708873072718,0.0,0.0,0.0,0.054279331588267504,571.3880737938744,1005.7957882831652,504.52672986887654,25.0,,0.0,0.0,21.131426168798694,0.0,0.0,,,,,21.131426168798694,1.3521573664173625,,,,,,,,,,,348713.87171599467,0.0731261855308357
SU correlation,0.678842205072487,,,,0.902251511671422,,,0.6566611977001187,,,,,0.5537353491105351,-0.00814578359132108,,,0.9999999999999999,0.9999999999999788,0.41906701536592705,0.4190671281125975,,,,0.7638730965568131,nan,nan,nan,0.24795117879005726,0.43187789581952263,0.9200409405553907,0.42055459895193315,,,nan,nan,-0.2463226440407564,nan,nan,,,,,-0.2463226440407564,,,,,,,,,,,,0.6788422050724874,0.17290326816775137
SU slope,169.70954886359735,,,,604.8072333981071,,,71.9964664654717,,,,,0.0035230454458044674,-25.913757854926434,,,0.9999999999999997,24287.999550532837,0.24165448295316386,5869.3056852068385,,,,12.301938170534044,2.0904316039072377,2.426747098542156,15.092866467211346,61455.866688905386,10.168607090752756,12.306342617432545,11.214240554077627,,,1410.3445221027491,1692.413426523299,-156.82207296548273,317.3275174731186,12693.100698924747,,,,,-156.82207296548273,,,,,,,,,,,,0.026189745194999597,31809.873621621377
Dimensionless SU slope,2.7590275629373036,,,,0.9979927498377612,,,0.30850622535086025,,,,,2.3732646493507996,-0.00024696320049197356,,,0.9999999999999997,0.9999999800823891,1.053862575824618,1.0538628590227772,,,,3.38714014068346,0.5000000000000006,0.5000000000000006,0.5000000000000003,0.08057093626035443,0.10398656350848909,0.8113984258735409,0.10726736476107826,,,0.5000000000000003,0.5000000000000003,-1.659609355660157,0.5000000000000003,0.5000000000000006,,,,,-1.659609355660157,,,,,,,,,,,,2.759027562937304,0.6231505907453111
