,Run,Run start,Run end,"Run length (y, m, d, s)",Run length (days),Control directory,Output directory,Output GiB,Restart directory,Restart GiB,Run by,Run completion date,Job Id,Failed jobs,Failed jobids,Queue,Service Units,Walltime Used (hr),SU per model year,Walltime (hr) per model year,Wait (hr) between runs,SU per calendar day,Model years per calendar day,Memory Used (Gb),NCPUs Used,MOM NCPUs,CICE NCPUs,Fraction of MOM runtime in oasis_recv,Max MOM wait for oasis_recv (s),Max CICE wait for coupler (s),Max CICE I/O time (s),MOM tile layout,CICE tile distribution,CICE block_size_x,CICE block_size_y,Timestep (s),MOM barotropic split,CICE dynamic split (ndtd),Git hash of run,Commit date,Git-tracked file changes,Git log messages,accessom2.nml -> accessom2_nml -> ice_ocean_timestep,accessom2.nml -> date_manager_nml -> restart_period,ice/cice_in.nml -> icefields_bgc_nml -> f_bgc_n_sk,ice/cice_in.nml -> icefields_bgc_nml -> f_bgc_nit_sk,ice/cice_in.nml -> icefields_bgc_nml -> f_ppnet,ice/cice_in.nml -> icefields_mechred_nml -> f_dardg2dt,ice/cice_in.nml -> icefields_nml -> f_albsni,ice/cice_in.nml -> icefields_nml -> f_fhocn_ai,ice/cice_in.nml -> icefields_nml -> f_fswabs_ai,ice/cice_in.nml -> icefields_nml -> f_meltl,ice/cice_in.nml -> icefields_nml -> f_sinz,ice/cice_in.nml -> icefields_nml -> f_tinz,ice/cice_in.nml -> setup_nml -> istep0,ice/cice_in.nml -> setup_nml -> use_restart_time
,845,1982-04-01T00:00:00,1982-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output845,342.306,,,Andrew Kiss,2022-03-05T14:35:44,36273924,0,[],normal,55390.13,2.2805555555555554,222321.37343406593,9.153548534798533,0.002777777777777768,582202.8262773723,2.6187442857356977,14950.400000000373,12144,10461,1682,0.043,349.439017,3998.56,360.72,"[150, 100]",sectrobin,18,15,540,80,2,04f464e1d2cf17d32d2a968ac9f8ad2c531ac275,2022-03-05 12:19:56 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-05 12:19:56: Run 845'],540,"[0, 3, 0]",m,m,m,x,x,x,x,m,x,x,5475600,True
,846,1982-07-01T00:00:00,1982-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output846,344.012,,,Andrew Kiss,2022-03-05T16:56:05,36276092,0,[],normal,56752.96,2.3366666666666664,225315.42,9.276820652173914,0.002500000000000391,582289.0089063057,2.5843282670414016,14776.320000000298,12144,10461,1682,0.037,308.80154,4043.23,332.8,"[150, 100]",sectrobin,18,15,540,80,2,216ed76edf4d5783457dcc7ee40939f56885e910,2022-03-05 14:36:48 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-05 14:36:48: Run 846'],540,"[0, 3, 0]",m,m,m,x,x,x,x,m,x,x,5482080,True
,847,1982-10-01T00:00:00,1983-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output847,348.241,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart847,70.748,Andrew Kiss,2022-03-06T00:08:30,36282446,1,[36278749],normal,71292.03,2.935277777777778,283037.1082336957,11.653371829710146,4.2716666666666665,237411.11551358638,0.8387985483428654,14704.639999999665,12144,10461,1682,0.031,327.199484,4918.04,348.97,"[150, 100]",sectrobin,18,15,400,80,2,6fecd5635a949621cc2f0367d4d0d4f00d1091a0,2022-03-05 21:13:22 +1100,"accessom2.nml, lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, resubmit.log","['2022-03-05 16:58:34: Run 847', 'reduce timestep from 540 to 400s to avoid remap transport: bad departure points error shortly after 1982-12-04T00:00:00.000', '2022-03-05 21:13:22: Run 847']",400,"[0, 3, 0]",m,m,m,x,x,x,x,m,x,x,5488560,True
,848,1983-01-01T00:00:00,1983-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output848,340.676,,,Andrew Kiss,2022-03-06T10:21:13,36289627,0,[],normal,56881.15,2.3419444444444446,230842.66708333336,9.504391203703705,7.87,133681.45581154968,0.579102024338036,14755.839999999851,12144,10461,1682,0.069,582.603032,3977.89,453.88,"[150, 100]",sectrobin,18,15,540,80,2,bb43dda18d783745661e690f836026d34fceaaf7,2022-03-06 08:01:47 +1100,"accessom2.nml, lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml","['revert to timestep = 540s', '2022-03-06 08:01:47: Run 848']",540,"[0, 3, 0]",m,m,m,x,x,x,x,m,x,x,5495040,True
,849,1983-04-01T00:00:00,1983-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output849,341.865,,,Andrew Kiss,2022-03-06T12:37:23,36290766,0,[],normal,54998.83,2.2644444444444445,220750.79843406595,9.088882783882784,0.004999999999999893,581627.7738066096,2.6347708725517056,14899.200000000186,12144,10461,1682,0.036,289.706518,4033.12,314.05,"[150, 100]",sectrobin,18,15,540,80,2,e8b0ed9fd3909056b6fbac7c40c253901040b8c2,2022-03-06 10:22:25 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-06 10:22:24: Run 849'],540,"[0, 3, 0]",m,m,m,x,x,x,x,m,x,x,5501520,True
,850,1983-07-01T00:00:00,1983-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output850,343.776,,,Andrew Kiss,2022-03-06T14:56:55,36293220,0,[],normal,56422.37,2.3230555555555554,224002.94176630437,9.222783061594203,0.0024999999999999467,582285.3282369805,2.599453934156193,14735.360000000335,12144,10461,1682,0.038,314.009362,3951.16,340.03,"[150, 100]",sectrobin,18,15,540,80,2,9a9acc1365daee51cf2a87ea9652516a53be424e,2022-03-06 12:38:28 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-06 12:38:28: Run 850'],540,"[0, 3, 0]",m,m,m,x,x,x,x,m,x,x,5508000,True
,851,1983-10-01T00:00:00,1984-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output851,348.309,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart851,70.762,Andrew Kiss,2022-03-06T17:22:08,36296115,0,[],normal,58702.75,2.4169444444444443,233056.29823369568,9.595532155797102,0.0033333333333334103,582109.2161138528,2.4977193087060305,14858.240000000224,12144,10461,1682,0.035,292.805458,4182.36,318.79,"[150, 100]",sectrobin,18,15,540,80,2,33593f02b2abe8428306f79c95d44338f5f521aa,2022-03-06 15:00:34 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-06 15:00:34: Run 851'],540,"[0, 3, 0]",m,m,m,x,x,x,x,m,x,x,5514480,True
,852,1984-01-01T00:00:00,1984-04-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output852,342.045,,,Andrew Kiss,2022-03-06T19:40:33,36298791,0,[],normal,56004.08,2.305833333333333,224785.6068131868,9.255006868131867,0.0011111111111112848,582631.2476821193,2.5919419661345495,14827.519999999553,12144,10461,1682,0.036,297.583664,3716.22,318.48,"[150, 100]",sectrobin,18,15,540,80,2,6fe5d877a618d7bf961d0964479140e865362119,2022-03-06 17:23:07 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-06 17:23:06: Run 852'],540,"[0, 3, 0]",m,m,m,x,x,x,x,m,x,x,5520960,True
,853,1984-04-01T00:00:00,1984-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output853,341.993,,,Andrew Kiss,2022-03-06T21:57:47,36302153,0,[],normal,55430.61,2.2822222222222224,222483.84947802196,9.160238095238096,0.004999999999999893,581637.6856934661,2.614291720761165,14899.200000000186,12144,10461,1682,0.038,305.942066,4012.5,330.56,"[150, 100]",sectrobin,18,15,540,80,2,768d11f6cfd40d60a217c1f8155a3189a7c0ab96,2022-03-06 19:42:06 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-06 19:42:05: Run 853'],540,"[0, 3, 0]",m,m,m,x,x,x,x,m,x,x,5527440,True
,854,1984-07-01T00:00:00,1984-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output854,344.1,,,Andrew Kiss,2022-03-07T00:17:37,36304006,0,[],normal,56489.84,2.325833333333333,224270.805,9.233811141304349,0.004722222222222516,581730.8910607866,2.593877036562055,14755.839999999851,12144,10461,1682,0.036,296.553759,4002.63,320.47,"[150, 100]",sectrobin,18,15,540,80,2,a9517aa9a5ca9abb3c3890221f2d7de9052163bf,2022-03-06 21:59:10 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-06 21:59:10: Run 854'],540,"[0, 3, 0]",m,m,m,x,x,x,x,m,x,x,5533920,True
,855,1984-10-01T00:00:00,1985-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output855,348.244,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart855,70.747,Andrew Kiss,2022-03-07T02:43:18,36305716,0,[],normal,58837.68,2.4225,233591.98500000002,9.617588315217391,0.005555555555555536,581578.2578652329,2.4897183773888165,14745.599999999627,12144,10461,1682,0.034,295.764306,3916.4,318.98,"[150, 100]",sectrobin,18,15,540,80,2,1f63cbe5aa489f4dcee0d3e345bb3cdcd42506c0,2022-03-07 00:18:57 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-07 00:18:57: Run 855'],540,"[0, 3, 0]",m,m,m,x,x,x,x,m,x,x,5540400,True
,856,1985-01-01T00:00:00,1985-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output856,340.745,,,Andrew Kiss,2022-03-07T04:59:29,36306950,0,[],normal,55005.57,2.2647222222222223,223230.93825,9.190997685185186,0.004999999999999893,581627.8604821931,2.605498436022423,14725.120000000112,12144,10461,1682,0.035,285.693208,4026.5,307.96,"[150, 100]",sectrobin,18,15,540,80,2,cb1cf1b54a23ff41679091461234c3568edaab88,2022-03-07 02:44:31 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-07 02:44:31: Run 856'],540,"[0, 3, 0]",m,m,m,x,x,x,x,m,x,x,5546880,True
,857,1985-04-01T00:00:00,1985-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output857,342.165,,,Andrew Kiss,2022-03-07T07:25:19,36308441,0,[],normal,58952.37,2.4272222222222224,236619.2653021978,9.742229853479854,0.0033333333333329662,582112.5449142859,2.4601232032854212,14981.120000000112,12144,10461,1682,0.032,281.112133,4777.23,307.57,"[150, 100]",sectrobin,18,15,540,80,2,d79be0b8f092233559c0d6d597bc890688fe7b22,2022-03-07 05:00:35 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-07 05:00:35: Run 857'],540,"[0, 3, 0]",m,m,m,x,x,x,x,m,x,x,5553360,True
,858,1985-07-01T00:00:00,1985-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output858,343.864,,,Andrew Kiss,2022-03-07T09:44:26,36309212,0,[],normal,56267.2,2.316666666666667,223386.90000000002,9.197418478260872,0.0019444444444443043,582423.1556247753,2.607239527585437,14837.759999999776,12144,10461,1682,0.034,282.565678,3960.01,304.28,"[150, 100]",sectrobin,18,15,540,80,2,339f7501aab96efcb4e3782630b144e76885c392,2022-03-07 07:26:18 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-07 07:26:18: Run 858'],540,"[0, 3, 0]",m,m,m,x,x,x,x,m,x,x,5559840,True
,859,1985-10-01T00:00:00,1986-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output859,347.999,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart859,70.738,Andrew Kiss,2022-03-07T12:04:18,36310788,0,[],normal,56530.32,2.3275,224431.515,9.240427989130437,0.0036111111111107874,582009.0142993327,2.5932588580500058,14796.799999999814,12144,10461,1682,0.036,301.912403,3912.75,321.82,"[150, 100]",sectrobin,18,15,540,80,2,3f72a611dbb62536c4dde4f39f424455ebedc6d5,2022-03-07 09:45:32 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-07 09:45:32: Run 859'],540,"[0, 3, 0]",m,m,m,x,x,x,x,m,x,x,5566320,True
,860,1986-01-01T00:00:00,1986-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output860,340.968,,,Andrew Kiss,2022-03-07T14:19:29,36318282,0,[],normal,54648.0,2.25,221779.80000000002,9.13125,0.003055555555555589,582121.4646775983,2.62477225012196,14766.080000000075,12144,10461,1682,0.041,334.565047,3851.61,355.86,"[150, 100]",sectrobin,18,15,540,80,2,24e8108bb9401814cd5a4186e72b48404571566c,2022-03-07 12:05:20 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-07 12:05:20: Run 860'],540,"[0, 3, 0]",m,m,m,x,x,x,x,m,x,x,5572800,True
,861,1986-04-01T00:00:00,1986-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output861,342.255,,,Andrew Kiss,2022-03-07T16:36:20,36325025,0,[],normal,55180.99,2.2719444444444443,221481.9406318681,9.118985805860804,0.008888888888888946,580640.3039824625,2.621614666757695,14899.200000000186,12144,10461,1682,0.042,341.980617,4003.91,364.65,"[150, 100]",sectrobin,18,15,540,80,2,5dcaa1f7b29df2d0b11f9808d09e24acb749226d,2022-03-07 14:20:45 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-07 14:20:45: Run 861'],540,"[0, 3, 0]",m,m,m,x,x,x,x,m,x,x,5579280,True
,862,1986-07-01T00:00:00,1986-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output862,344.014,,,Andrew Kiss,2022-03-07T19:09:58,36330452,0,[],normal,62055.84,2.555,246368.43000000002,10.143627717391306,0.005555555555555536,581647.274463007,2.3608839592922157,14755.839999999851,12144,10461,1682,0.076,696.065643,4232.29,723.44,"[150, 100]",sectrobin,18,15,540,80,2,854923735249006ccd45644e7c33271aedd491f1,2022-03-07 16:37:31 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-07 16:37:31: Run 862'],540,"[0, 3, 0]",m,m,m,x,x,x,x,m,x,x,5585760,True
,863,1986-10-01T00:00:00,1987-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output863,347.92,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart863,70.714,Andrew Kiss,2022-03-07T21:30:13,36335493,0,[],normal,56530.32,2.3275,224431.515,9.240427989130437,0.009999999999999787,580418.2588235294,2.586170925342323,14735.360000000335,12144,10461,1682,0.043,360.175775,3919.13,359.23,"[150, 100]",sectrobin,18,15,540,80,2,3cdb9cf8d1ca9066030c9fc153534b03bc84ac75,2022-03-07 19:11:29 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-07 19:11:29: Run 863'],540,"[0, 3, 0]",m,m,m,x,x,x,x,m,x,x,5592240,True
,864,1987-01-01T00:00:00,1987-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output864,344.219,,,Andrew Kiss,2022-03-08T00:50:12,36345776,0,[],normal,57157.76,2.3533333333333335,231965.2426666667,9.550611111111111,0.9797222222222222,411570.16951412614,1.7742751663254621,14796.799999999814,12144,10461,1682,0.072,611.314194,3952.41,355.11,"[150, 100]",sectrobin,18,15,540,80,2,101093db67017129c630deb10e11aef2386587b1,2022-03-07 22:29:57 +1100,"ice/cice_in.nml, lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml","['add extra ice diagnostics for Pat Wongpan for 1987-2018: https://github.com/COSIMA/01deg_jra55_iaf/issues/11#issuecomment-1057677069', '2022-03-07 22:29:56: Run 864']",540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5598720,True
,865,1987-04-01T00:00:00,1987-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output865,345.403,,,Andrew Kiss,2022-03-08T03:08:34,36350824,0,[],normal,55862.4,2.3,224216.94065934065,9.231593406593406,0.006111111111111178,581367.3042640327,2.592878586936574,14899.200000000186,12144,10461,1682,0.043,357.259241,4027.64,381.25,"[150, 100]",sectrobin,18,15,540,80,2,8d1c16e532d18bb740274dfeb452d300cc9a8d8b,2022-03-08 00:51:24 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-08 00:51:24: Run 865'],540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5605200,True
,866,1987-07-01T00:00:00,1987-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output866,347.453,,,Andrew Kiss,2022-03-08T05:29:47,36352922,0,[],normal,57110.53,2.3513888888888888,226735.01176630438,9.335269474637682,0.0022222222222225696,582361.5947126165,2.5684678787626156,14878.71999999974,12144,10461,1682,0.041,344.840552,3990.33,369.07,"[150, 100]",sectrobin,18,15,540,80,2,05007b507859e42c1233005c23751bb2ee0780cd,2022-03-08 03:09:45 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-08 03:09:45: Run 866'],540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5611680,True
,867,1987-10-01T00:00:00,1988-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output867,351.557,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart867,70.73,Andrew Kiss,2022-03-08T07:50:15,36354120,0,[],normal,56793.44,2.3383333333333334,225476.13000000003,9.283437500000002,0.002777777777777768,582220.3626008542,2.582181814992364,14827.519999999553,12144,10461,1682,0.041,343.466537,3886.78,367.77,"[150, 100]",sectrobin,18,15,540,80,2,4f1c4cf41efcdb621f176e45f7fa09bae6962060,2022-03-08 05:31:08 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-08 05:31:07: Run 867'],540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5618160,True
,868,1988-01-01T00:00:00,1988-04-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output868,345.393,,,Andrew Kiss,2022-03-08T10:10:24,36356215,0,[],normal,55727.47,2.2944444444444443,223675.36722527473,9.20929487179487,0.04138888888888914,572583.3521227257,2.5598856021818803,14684.160000000149,12144,10461,1682,0.042,343.19163,3940.13,366.78,"[150, 100]",sectrobin,18,15,540,80,2,41155e7e5403f20928d6486911bcf9c952c22525,2022-03-08 07:53:45 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-08 07:53:45: Run 868'],540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5624640,True
,869,1988-04-01T00:00:00,1988-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output869,345.846,,,Andrew Kiss,2022-03-08T12:38:07,36359873,0,[],normal,58797.2,2.4208333333333334,235996.45384615383,9.716586538461538,0.041111111111110876,573178.1654067471,2.4287575345534735,14878.71999999974,12144,10461,1682,0.039,335.434327,4422.59,361.37,"[150, 100]",sectrobin,18,15,540,80,2,4dd12cbcd192199c6de55f9403857c00af57d877,2022-03-08 10:13:37 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv",['2022-03-08 10:13:37: Run 869'],540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5631120,True
,870,1988-07-01T00:00:00,1988-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output870,352.396,,,Andrew Kiss,2022-03-08T20:37:19,36377830,1,[36365361],normal,80696.88,3.3225,320375.38500000007,13.190686141304349,4.664166666666667,242494.7979966611,0.7569083311336826,14684.160000000149,12144,10461,1682,0.036,441.131868,5616.13,442.59,"[150, 100]",sectrobin,18,15,360,80,2,1bd99a749ff28fe9bcee935c1a769f259dde0086,2022-03-08 16:37:37 +1100,"accessom2.nml, config.yaml, lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, resubmit.log","['2022-03-08 13:10:02: Run 870', 'reduce timestep to 360s to avoid Free surface penetrating rock error just after 1988-09-27T06:00:00']",360,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5637600,True
,871,1988-10-01T00:00:00,1989-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output871,347.407,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart871,70.733,Andrew Kiss,2022-03-08T23:31:41,36387228,0,[],normal,57090.29,2.3505555555555557,226654.65676630437,9.331961050724638,0.5555555555555554,471477.8298604473,2.080159466331069,14817.28000000026,12144,10461,1682,0.041,342.156712,3909.77,360.99,"[150, 100]",sectrobin,18,15,540,80,2,8a0387f45b5926385e9bdc790aeebc23dceeab73,2022-03-08 21:11:37 +1100,"accessom2.nml, config.yaml, lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml","['revert to timestep = 540s', '2022-03-08 21:11:37: Run 871']",540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5644080,True
,872,1989-01-01T00:00:00,1989-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output872,344.276,,,Andrew Kiss,2022-03-09T01:49:23,36395990,0,[],normal,55369.89,2.2797222222222224,224709.47025,9.251872685185186,0.015277777777777501,579031.5294117647,2.5768007408302127,14766.080000000075,12144,10461,1682,0.04,328.236499,3974.89,349.32,"[150, 100]",sectrobin,18,15,540,80,2,a32320307d05b9072e3ef33e5eef70e5f657c618,2022-03-08 23:33:33 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-08 23:33:33: Run 872'],540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5650560,True
,873,1989-04-01T00:00:00,1989-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output873,345.177,,,Andrew Kiss,2022-03-09T04:06:55,36401963,0,[],normal,55511.57,2.2855555555555553,222808.80156593406,9.173617216117215,0.006666666666666821,581216.6320891905,2.608589193982966,14817.28000000026,12144,10461,1682,0.042,341.878642,3988.66,366.67,"[150, 100]",sectrobin,18,15,540,80,2,a9ae9db88b3ec38b33a2149f5d86991ed8d5f90c,2022-03-09 01:50:38 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-09 01:50:38: Run 873'],540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5657040,True
,874,1989-07-01T00:00:00,1989-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output874,351.764,,,Andrew Kiss,2022-03-09T06:33:35,36404022,0,[],normal,57684.0,2.375,229011.75000000003,9.429008152173914,0.06944444444444464,566351.9999999999,2.473025947358596,14807.040000000037,12144,10461,1682,0.041,346.33188,4008.38,368.78,"[150, 100]",sectrobin,18,15,540,80,2,696876074bdb6bbd9723e48b4ca376927ef9738e,2022-03-09 04:13:56 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-09 04:13:56: Run 874'],540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5663520,True
