,Run,Run start,Run end,"Run length (y, m, d, s)",Run length (days),Control directory,Output directory,Output GiB,Restart directory,Restart GiB,Run by,Run completion date,Job Id,Failed jobs,Failed jobids,Queue,Service Units,Walltime Used (hr),SU per model year,Walltime (hr) per model year,Wait (hr) between runs,SU per calendar day,Model years per calendar day,Memory Used (Gb),NCPUs Used,MOM NCPUs,CICE NCPUs,Fraction of MOM runtime in oasis_recv,Max MOM wait for oasis_recv (s),Max CICE wait for coupler (s),Max CICE I/O time (s),MOM tile layout,CICE tile distribution,CICE block_size_x,CICE block_size_y,Timestep (s),MOM barotropic split,CICE dynamic split (ndtd),Git hash of run,Commit date,Git-tracked file changes,Git log messages,ice/cice_in.nml -> domain_nml -> nprocs,ice/cice_in.nml -> setup_nml -> istep0,ice/cice_in.nml -> setup_nml -> use_restart_time,ocean/input.nml -> ocean_model_nml -> layout
,523,1966-10-01T00:00:00,1967-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output523,435.429,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/restart523,58.488,Andrew Kiss,2020-12-03T01:37:29,14032369,0,[],normal,49183.2,2.025,195262.65,8.039470108695653,0.22722222222222221,524103.1672422299,2.6840932827769666,10577.919999999925,12144,10461,1682,0.061,436.132054,3008.73,439.03,"[150, 100]",sectrobin,18,15,540,80,2,2406e4fe4de17ff9b53f1762c77f5d239cff50f7,2020-12-02 23:36:45 +1100,manifests/restart.yaml,['2020-12-02 23:36:44: Run 523'],1682,3389040,True,"[150, 100]"
,524,1967-01-01T00:00:00,1967-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output524,426.655,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/restart524,58.469,Andrew Kiss,2020-12-03T03:32:07,14036614,0,[],normal,46255.15,1.9044444444444444,187718.81708333336,7.7288703703703705,0.006111111111111178,581047.5370747311,3.0953078977521398,10782.71999999974,12144,10461,1682,0.061,409.186318,3076.54,428.69,"[150, 100]",sectrobin,18,15,540,80,2,eba2f80b4122580c05620abe64665fba6935f6bc,2020-12-03 01:38:27 +1100,manifests/restart.yaml,['2020-12-03 01:38:27: Run 524'],1682,3395520,True,"[150, 100]"
,525,1967-04-01T00:00:00,1967-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output525,428.145,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/restart525,58.427,Andrew Kiss,2020-12-03T05:47:43,14038957,0,[],normal,54796.43,2.256111111111111,219938.41821428572,9.055434981684982,0.0038888888888886086,581908.9911504425,2.645781468626774,10762.240000000224,12144,10461,1682,0.198,1587.913008,3115.72,1605.11,"[150, 100]",sectrobin,18,15,540,80,2,20feade7a61d01939ae96f1d4a7fb002eb5eea20,2020-12-03 03:33:01 +1100,manifests/restart.yaml,['2020-12-03 03:33:01: Run 525'],1682,3402000,True,"[150, 100]"
,526,1967-07-01T00:00:00,1967-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output526,431.849,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/restart526,58.451,Andrew Kiss,2020-12-03T07:47:34,14041457,0,[],normal,48420.83,1.993611111111111,192235.95823369568,7.914852807971015,0.0038888888888890527,581777.1814768461,3.0263702317835692,10567.679999999702,12144,10461,1682,0.061,429.672226,3067.31,447.13,"[150, 100]",sectrobin,18,15,540,80,2,df3b1f2e2b4f69f62712627280c212735a11d977,2020-12-03 05:48:32 +1100,manifests/restart.yaml,['2020-12-03 05:48:32: Run 526'],1682,3408480,True,"[150, 100]"
,527,1967-10-01T00:00:00,1968-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output527,435.922,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/restart527,58.499,Andrew Kiss,2020-12-03T10:00:00,14043890,0,[],normal,53534.8,2.2041666666666666,212538.97500000003,8.750781250000001,0.003055555555555589,582105.0490812988,2.738815547036955,10485.759999999776,12144,10461,1682,0.153,1201.205821,3029.99,1217.24,"[150, 100]",sectrobin,18,15,540,80,2,9f4c636b630302f8444a3e4f43b9968d7f809907,2020-12-03 09:56:28 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle3.csv","['2020-12-03 07:48:32: Run 527', 'update run summary']",1682,3414960,True,"[150, 100]"
,528,1968-01-01T00:00:00,1968-04-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output528,431.048,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/restart528,58.479,Andrew Kiss,2020-12-03T11:56:49,14049274,0,[],normal,46990.53,1.9347222222222222,188607.5943131868,7.765464743589743,0.012222222222222134,579252.6454558425,3.0712053115633378,10608.639999999665,12144,10461,1682,0.063,434.155517,3115.25,452.83,"[150, 100]",sectrobin,18,15,540,80,2,4224150296cd05f044a2d2aa52d74d2475317072,2020-12-03 10:01:27 +1100,manifests/restart.yaml,['2020-12-03 10:01:27: Run 528'],1682,3421440,True,"[150, 100]"
,529,1968-04-01T00:00:00,1968-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output529,429.065,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/restart529,58.433,Andrew Kiss,2020-12-03T13:55:39,14054994,0,[],normal,47786.64,1.9675,191802.96989010987,7.897026098901098,0.013055555555555598,579069.5225806452,3.019085277524184,10444.799999999814,12144,10461,1682,0.063,441.73811,3161.04,461.77,"[150, 100]",sectrobin,18,15,540,80,2,12c7f209eb7c785909d698ba63125d38b606945d,2020-12-03 11:58:19 +1100,manifests/restart.yaml,['2020-12-03 11:58:19: Run 529'],1682,3427920,True,"[150, 100]"
,530,1968-07-01T00:00:00,1968-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output530,432.752,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/restart530,58.444,Andrew Kiss,2020-12-03T15:56:43,14058393,0,[],normal,48839.12,2.0108333333333333,193896.61500000002,7.9832269021739135,0.006944444444444642,580905.8325991189,2.995956544156889,10526.71999999974,12144,10461,1682,0.057,408.716613,3130.83,420.75,"[150, 100]",sectrobin,18,15,540,80,2,3f016a0298673384cf6a74aa3e4ff9b74fa36ea3,2020-12-03 13:56:50 +1100,manifests/restart.yaml,['2020-12-03 13:56:50: Run 530'],1682,3434400,True,"[150, 100]"
,531,1968-10-01T00:00:00,1969-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output531,436.396,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/restart531,59.405,Andrew Kiss,2020-12-03T17:52:40,14065082,0,[],normal,46686.93,1.9222222222222223,185352.18676630437,7.63143115942029,0.01027777777777783,579811.808538163,3.1281627622187216,10373.120000000112,12144,10461,1682,0.06,414.677218,2992.46,433.92,"[150, 100]",sectrobin,18,15,540,80,2,a01d83a80c3f4b744ed1b1d4a5fb4128370ddf3b,2020-12-03 15:58:00 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle3.csv",['2020-12-03 15:58:00: Run 531'],1682,3440880,True,"[150, 100]"
,532,1969-01-01T00:00:00,1969-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output532,426.996,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/restart532,58.484,Andrew Kiss,2020-12-03T19:54:24,14070615,0,[],normal,46902.83,1.931111111111111,190347.31841666668,7.837092592592593,0.09777777777777796,554819.8948521358,2.9147765225546576,10618.879999999888,12144,10461,1682,0.065,446.759408,3081.94,435.45,"[150, 100]",sectrobin,18,15,540,80,2,f62ce60456e171a0b543dc5f1bd3c9e3a675da0f,2020-12-03 17:59:44 +1100,manifests/restart.yaml,['2020-12-03 17:59:44: Run 532'],1682,3447360,True,"[150, 100]"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Run,Run start,Run end,"Run length (y, m, d, s)",Run length (days),Control directory,Output directory,Output GiB,Restart directory,Restart GiB,Run by,Run completion date,Job Id,Failed jobs,Failed jobids,Queue,Service Units,Walltime Used (hr),SU per model year,Walltime (hr) per model year,Wait (hr) between runs,SU per calendar day,Model years per calendar day,Memory Used (Gb),NCPUs Used,MOM NCPUs,CICE NCPUs,Fraction of MOM runtime in oasis_recv,Max MOM wait for oasis_recv (s),Max CICE wait for coupler (s),Max CICE I/O time (s),MOM tile layout,CICE tile distribution,CICE block_size_x,CICE block_size_y,Timestep (s),MOM barotropic split,CICE dynamic split (ndtd),Git hash of run,Commit date,Git-tracked file changes,Git log messages,ice/cice_in.nml -> domain_nml -> nprocs,ice/cice_in.nml -> setup_nml -> istep0,ice/cice_in.nml -> setup_nml -> use_restart_time,ocean/input.nml -> ocean_model_nml -> layout
Total,22950,,,,4108.0,,,22642.577999999994,,2622.5749999999994,,,623705038,32,,,2303560.61,138.06944444444446,9217966.786569022,552.4157618643939,272.2083333333333,18681142.862265125,91.57206798673019,395038.7199999979,433584,366994,59370,5.449,66489.63095299999,230997.03999999995,65477.41999999998,,,1184,930,24300,3600,90,,,,,60330,148716000,44,
Mean,510.0,,,0.75,91.28888888888889,,,503.16839999999996,,58.279444444444444,,,13860111.955555556,0.7111111111111111,,,51190.23577777779,3.0682098765432095,204843.70636820045,12.275905819208747,6.186553030303031,424571.4286878437,2.081183363334777,8778.638222222175,9635.2,8155.422222222222,1319.3333333333333,0.12108888888888888,1477.5473545111108,5133.267555555556,1455.0537777777777,108.11111111111111,,26.31111111111111,20.666666666666668,540.0,80.0,2.0,,,,,1340.6666666666667,3304800.0,0.9777777777777777,108.11111111111111
Median,510.0,,,0.0,91.0,,,435.429,,58.446,,,13979262.0,0.0,,,48420.83,2.3933333333333335,192235.95823369568,9.606208791208791,0.010833333333333361,539461.5310471829,2.0324476335664725,10526.71999999974,12144.0,10461.0,1682.0,0.121,1587.913008,3189.21,1605.11,100.0,,18.0,15.0,540.0,80.0,2.0,,,,,1682.0,3304800.0,1.0,100.0
Min,488,1958-01-01T00:00:00,1958-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output505,425.347,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/restart505,49.467,Andrew Kiss,2020-11-16T21:58:09,13556668,0,[],normal,44166.67,1.9044444444444444,178623.46549450548,7.63143115942029,0.0019444444444438602,6066.0668326661835,0.022367413371092153,4956.160000000149,5088,4358,722,0.057,408.716613,2992.46,420.75,"[80, 75]",sectrobin,18,15,540,80,2,11852f6dc90da6c7b620396824b71a3730094f54,2020-11-16 17:39:00 +1100,,['2020-11-17 02:30:15: Run 490'],722,3162240,False,"[80, 75]"
Max,532,1969-01-01T00:00:00,1969-04-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle3,/scratch/x77/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/output504,701.827,/scratch/x77/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle3/restart504,95.585,Andrew Kiss,2020-12-03T19:54:24,14070615,24,[13988213],normal,72263.55,4.885,291599.3666666667,19.39398097826087,261.6402777777778,582105.0490812988,3.1281627622187216,11018.240000000224,12144,10461,1682,0.404,4268.667156,8426.94,4134.21,"[150, 100]",sectrobin,40,30,540,80,2,f62ce60456e171a0b543dc5f1bd3c9e3a675da0f,2020-12-03 17:59:44 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle3.csv","['set use_restart_time  = .true. in ice/cice_in.nml', '2020-11-16 22:07:48: Run 489']",1682,3447360,True,"[150, 100]"
Std dev,12.987173159185437,,,1.299038105676658,0.7780951733338487,,,97.25719045600464,,6.033779576703719,,,201404.20489408917,3.5939592665856055,,,7257.687219645568,1.20887704888724,29287.475045214596,4.831843318202591,38.96610085902511,171250.50497963003,0.8288223729250637,2530.6975615107644,3377.5753670347613,2958.9275571387448,465.4383835577906,0.07056968887315801,1007.3210024844904,2267.4047172592677,958.5452470449139,30.36424960905485,,10.66629628986603,7.272474743090478,0.0,0.0,0.0,,,,,459.5340635421443,84156.88207152164,0.14740554623801777,30.36424960905485
SU correlation,0.11157694861602795,,,,-0.05842144115548284,,,0.3899237898135125,,0.41181622150869307,,,0.3158720048368541,0.2818921801438893,,,1.0,-0.1719835946019252,0.998073500247078,-0.17119033429096997,,,,0.4138497075372996,0.39654873724641615,0.29277450500250196,0.2927745050025019,0.5810985308403812,0.35764576499959466,-0.101170756699424,0.3408221165845821,,,-0.2927745050025023,-0.2927745050025019,nan,nan,nan,,,,,0.3965487372464166,0.11157694861602793,0.1458925341709312,
SU slope,62.353106719368675,,,,-544.9263295268554,,,29.097539140259762,,495.35010182111785,,,0.01138258366429737,569.2566669215496,,,0.9999999999999998,-1032.531089642294,0.24733116377656855,-257.13704263337047,,,,1.18686317121768,0.8520984403100325,0.71812024531261,4.565299851190486,59762.64665436557,2.5768162198503215,-0.32383530929000826,2.5805566584720387,,,-199.213084415584,-292.17919047618926,47.39836646090535,319.9389736111111,12797.558944444443,,,,,6.262923536278741,0.009622393012248074,7183.192272727208,
Dimensionless SU slope,0.6212138690848299,,,,-0.9717814030933276,,,0.28601083762731316,,0.5639499076534035,,,3.0819136019515327,0.007907850682292047,,,0.9999999999999997,-0.06188723374573086,0.9897245347392318,-0.06166391051020376,,,,0.2035357376478887,0.16038486182631204,0.1144080256296169,0.11766213182694554,0.1413666565602708,0.07437684024799865,-0.03247363996794354,0.07335087751850826,,,-0.10239291769624911,-0.1179594085622327,0.49999999999999994,0.49999999999999994,0.49999999999999983,,,,,0.16402528125522012,0.6212138690848183,0.13720518515030394,
