,Run,Run start,Run end,"Run length (y, m, d, s)",Run length (days),Control directory,Output directory,Output GiB,Restart directory,Restart GiB,Run by,Run completion date,Job Id,Failed jobs,Failed jobids,Queue,Service Units,Walltime Used (hr),SU per model year,Walltime (hr) per model year,Wait (hr) between runs,SU per calendar day,Model years per calendar day,Memory Used (Gb),NCPUs Used,MOM NCPUs,CICE NCPUs,Fraction of MOM runtime in oasis_recv,Max MOM wait for oasis_recv (s),Max CICE wait for coupler (s),Max CICE I/O time (s),MOM tile layout,CICE tile distribution,CICE block_size_x,CICE block_size_y,Timestep (s),MOM barotropic split,CICE dynamic split (ndtd),Git hash of run,Commit date,Git-tracked file changes,Git log messages,accessom2.nml -> date_manager_nml -> restart_period,ice/cice_in.nml -> icefields_nml -> f_meltl,ice/cice_in.nml -> icefields_nml -> f_sinz,ice/cice_in.nml -> icefields_nml -> f_tinz,ice/cice_in.nml -> setup_nml -> istep0,ice/cice_in.nml -> setup_nml -> use_restart_time
,804,1972-01-01T00:00:00,1972-04-01T00:00:00,"[0, 3, 0, 0]",91.0,/scratch/v45/hh0162/access-om2/control/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output804,121.93,,,Andrew Kiss,2021-12-07T06:47:04,32383195,0,[],normal,50971.07,2.098611111111111,204584.43206043955,8.42327152014652,0.11527777777777803,552559.6547051442,2.7008880839080844,13455.360000000335,12144,10461,1682,0.07,533.760593,3255.43,316.01,"[150, 100]",sectrobin,18,15,540,80,2,3148edc6bd748b53f9a42ddca9e28335b80255ef,2021-12-07 05:18:20 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-07 04:42:02: Run 804', 'update run summary']","[0, 3, 0]",x,x,x,5209920,True
,805,1972-04-01T00:00:00,1972-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/scratch/v45/hh0162/access-om2/control/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output805,121.451,,,Andrew Kiss,2021-12-07T08:48:21,32386067,0,[],normal,48373.6,1.9916666666666667,194158.8725274725,7.994024725274725,0.029722222222221983,574340.942696166,2.9580978464679726,13608.959999999963,12144,10461,1682,0.041,288.440695,3331.28,316.16,"[150, 100]",sectrobin,18,15,540,80,2,d01e05e9f15fc9c1ed3dc27534b86fff4e93da67,2021-12-07 07:28:02 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-07 06:49:41: Run 805', 'update run summary']","[0, 3, 0]",x,x,x,5216400,True
,806,1972-07-01T00:00:00,1972-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/scratch/v45/hh0162/access-om2/control/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output806,122.093,,,Andrew Kiss,2021-12-07T10:50:56,32389810,0,[],normal,49520.53,2.0388888888888888,196601.88676630435,8.094610507246378,0.004166666666666874,581723.1532290959,2.9588889648885988,13527.040000000037,12144,10461,1682,0.043,311.555387,3224.01,332.87,"[150, 100]",sectrobin,18,15,540,80,2,fb0dd4306dc6956caf6490dc9dd04d08e026e57f,2021-12-07 09:35:42 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-07 08:49:35: Run 806', 'update run summary']","[0, 3, 0]",x,x,x,5222880,True
,807,1972-10-01T00:00:00,1973-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/scratch/v45/hh0162/access-om2/control/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output807,122.469,/scratch/v45/hh0162/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart807,0.0,Andrew Kiss,2021-12-07T15:16:54,32405509,1,[32397606],normal,48319.63,1.9894444444444443,191834.18323369566,7.898310688405798,2.4433333333333334,261612.73543050507,1.363744099307911,13537.28000000026,12144,10461,1682,0.043,303.091995,3053.93,312.53,"[150, 100]",sectrobin,18,15,540,80,2,bbaaa2e94d9c9e9eb616c3380f4157f43d390f34,2021-12-07 12:12:21 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['update run summary', '2021-12-07 12:12:21: Run 807']","[0, 3, 0]",x,x,x,5229360,True
,808,1973-01-01T00:00:00,1973-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/scratch/v45/hh0162/access-om2/control/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output808,121.294,,,Andrew Kiss,2021-12-07T19:00:22,32414720,0,[],normal,57211.73,2.3555555555555556,232184.2709166667,9.55962962962963,1.3688888888888888,368667.47255369934,1.5878227715348463,13506.55999999959,12144,10461,1682,0.166,1330.96768,3185.16,1354.03,"[150, 100]",sectrobin,18,15,540,80,2,eda9669d0c34e7216f411aaf550a48c07cb37e6f,2021-12-07 16:40:03 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['update run summary', '2021-12-07 16:40:03: Run 808']","[0, 3, 0]",x,x,x,5235840,True
,809,1973-04-01T00:00:00,1973-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/scratch/v45/hh0162/access-om2/control/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output809,121.269,,,Andrew Kiss,2021-12-07T21:08:57,32423425,0,[],normal,51895.36,2.1366666666666667,208294.28835164834,8.576016483516483,0.006388888888888999,581174.2195722618,2.790159174173355,13557.759999999776,12144,10461,1682,0.096,724.797955,3227.8,650.04,"[150, 100]",sectrobin,18,15,540,80,2,5fef418c84973b1585f64073c39cb5186347c2d0,2021-12-07 19:49:09 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-07 19:01:35: Run 809', 'update run summary']","[0, 3, 0]",x,x,x,5242320,True
,810,1973-07-01T00:00:00,1973-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/scratch/v45/hh0162/access-om2/control/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output810,122.291,,,Andrew Kiss,2021-12-07T23:15:25,32427719,0,[],normal,50890.11,2.0952777777777776,202039.26823369568,8.318480525362318,0.012500000000000178,579455.127042699,2.868032200415873,13465.599999999627,12144,10461,1682,0.044,325.839271,3279.74,318.36,"[150, 100]",sectrobin,18,15,540,80,2,e3c3c518fd6b5ddeb2b3bb9341b5ccac387b2994,2021-12-07 22:07:52 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-07 21:10:27: Run 810', 'update run summary']","[0, 3, 0]",x,x,x,5248800,True
,811,1973-10-01T00:00:00,1974-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/scratch/v45/hh0162/access-om2/control/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output811,122.702,/scratch/v45/hh0162/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart811,0.0,Andrew Kiss,2021-12-08T02:03:43,32434474,0,[],normal,67979.41,2.798888888888889,269885.6467663044,11.11189311594203,0.006111111111111178,581642.0106951871,2.1551424377852686,13445.120000000112,12144,10461,1682,0.319,3187.667026,3105.5,3123.16,"[150, 100]",sectrobin,18,15,540,80,2,1d53cc78e8aafe4f87a5898ca7a41534ae22d250,2021-12-07 23:59:17 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-07 23:16:36: Run 811', 'update run summary']","[0, 3, 0]",x,x,x,5255280,True
,812,1974-01-01T00:00:00,1974-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/scratch/v45/hh0162/access-om2/control/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output812,121.551,,,Andrew Kiss,2021-12-08T09:18:24,32451140,1,[32440471],normal,47968.8,1.975,194673.38000000003,8.015208333333334,5.269722222222223,158908.94981020666,0.8162849476913929,13537.28000000026,12144,10461,1682,0.043,303.143355,3177.04,322.37,"[150, 100]",sectrobin,18,15,540,80,2,6c12a5863ba0d2ca38b95fdad730984c348b83f8,2021-12-08 07:18:00 +1100,"manifests/restart.yaml, resub.sh, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-08 02:04:51: Run 812', 'update run summary', 'add MPI_ERRORS_ARE_FATAL to resub.sh', 'update run summary']","[0, 3, 0]",x,x,x,5261760,True
,813,1974-04-01T00:00:00,1974-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/scratch/v45/hh0162/access-om2/control/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output813,121.344,,,Andrew Kiss,2021-12-08T11:23:39,32455720,0,[],normal,48576.0,2.0,194971.25274725273,8.027472527472527,0.08749999999999991,558478.5628742515,2.8644149073516214,13670.400000000373,12144,10461,1682,0.042,302.804938,3319.13,319.78,"[150, 100]",sectrobin,18,15,540,80,2,19fc4da886220e6c1d5be35f84f9b6d2bfb29b59,2021-12-08 10:02:08 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-08 09:24:27: Run 813', 'update run summary']","[0, 3, 0]",x,x,x,5268240,True
,814,1974-07-01T00:00:00,1974-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/scratch/v45/hh0162/access-om2/control/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output814,122.094,,,Andrew Kiss,2021-12-08T13:27:34,32459743,0,[],normal,49999.55,2.058611111111111,198503.64823369568,8.172909873188406,0.006666666666666821,581030.4129119032,2.927051558406946,13475.839999999851,12144,10461,1682,0.042,307.151643,3254.67,331.66,"[150, 100]",sectrobin,18,15,540,80,2,0a3c560da5e978d082034d9c599f4e1f7b404961,2021-12-08 12:09:47 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-08 11:24:55: Run 814', 'update run summary']","[0, 3, 0]",x,x,x,5274720,True
,815,1974-10-01T00:00:00,1975-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/scratch/v45/hh0162/access-om2/control/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output815,122.44,/scratch/v45/hh0162/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart815,0.0,Andrew Kiss,2021-12-08T15:35:11,32467345,0,[],normal,51443.33,2.1180555555555554,204235.61176630438,8.408910778985508,0.008888888888888946,580475.8667885596,2.842187323593528,13475.839999999851,12144,10461,1682,0.091,701.922137,3130.84,470.59,"[150, 100]",sectrobin,18,15,540,80,2,990cf9ff5e1e9bcf12b4f02896e72d5a36f848a0,2021-12-08 14:41:36 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-08 13:28:56: Run 815', 'update run summary']","[0, 3, 0]",x,x,x,5281200,True
,816,1975-01-01T00:00:00,1975-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/scratch/v45/hh0162/access-om2/control/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output816,121.382,,,Andrew Kiss,2021-12-08T17:47:42,32471479,0,[],normal,53345.89,2.196388888888889,216495.40358333333,8.913678240740742,0.012222222222222356,579686.1899132184,2.677591211261378,13445.120000000112,12144,10461,1682,0.14,1097.618556,3235.74,1006.32,"[150, 100]",sectrobin,18,15,540,80,2,5bbc32014f4f17bafb6e02b0614127b56de24dd6,2021-12-08 16:23:01 +1100,"ice/cice_in.nml, manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-08 15:37:12: Run 816', 'update run summary', 'enable monthly meltl (lateral melt) output from April 1975 (output817) onwards']","[0, 3, 0]",x,x,x,5287680,True
,817,1975-04-01T00:00:00,1975-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/scratch/v45/hh0162/access-om2/control/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output817,121.376,,,Andrew Kiss,2021-12-08T19:54:16,32477139,0,[],normal,50815.89,2.0922222222222224,203961.58046703297,8.397628205128205,0.017222222222221806,578152.8701606533,2.8346165431587353,13619.200000000186,12144,10461,1682,0.093,690.406857,3232.43,713.62,"[150, 100]",sectrobin,18,15,540,80,2,6048c64ba3ed43774e7f0db7cef68ccc59edc95b,2021-12-08 18:34:37 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-08 17:49:32: Run 817', 'update run summary']","[0, 3, 0]",m,x,x,5294160,True
,818,1975-07-01T00:00:00,1975-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/scratch/v45/hh0162/access-om2/control/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output818,122.205,,,Andrew Kiss,2021-12-08T22:01:08,32484311,0,[],normal,51173.47,2.1069444444444443,203164.23823369568,8.364798460144927,0.007500000000000284,580844.4308985812,2.8589895345186083,13465.599999999627,12144,10461,1682,0.055,410.872997,3212.67,426.88,"[150, 100]",sectrobin,18,15,540,80,2,619f363de2e5f4e89ea97401ae143fee4641fadf,2021-12-08 20:45:58 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-08 19:55:43: Run 818', 'update run summary']","[0, 3, 0]",m,x,x,5300640,True
,819,1975-10-01T00:00:00,1976-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/scratch/v45/hh0162/access-om2/control/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output819,122.563,/scratch/v45/hh0162/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart819,0.0,Andrew Kiss,2021-12-09T00:09:15,32489143,0,[],normal,51618.75,2.125277777777778,204932.04823369568,8.437583786231885,0.009999999999999787,580182.1256667101,2.831095139424437,13455.360000000335,12144,10461,1682,0.093,709.392838,3105.67,689.83,"[150, 100]",sectrobin,18,15,540,80,2,c25b1648a88efc56c4a850f551ebfd98ea235a62,2021-12-08 22:45:31 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-08 22:02:31: Run 819', 'update run summary']","[0, 3, 0]",m,x,x,5307120,True
,820,1976-01-01T00:00:00,1976-04-01T00:00:00,"[0, 3, 0, 0]",91.0,/scratch/v45/hh0162/access-om2/control/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output820,121.831,,,Andrew Kiss,2021-12-09T02:09:59,32492824,0,[],normal,48717.68,2.0058333333333334,195539.9189010989,8.05088598901099,0.006388888888888999,581061.2302595251,2.9715734440567965,13486.080000000075,12144,10461,1682,0.062,446.100726,3209.06,465.53,"[150, 100]",sectrobin,18,15,540,80,2,22ac44878c204fe8248cec13917a73bfe300c526,2021-12-09 00:57:52 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-09 00:10:34: Run 820', 'update run summary']","[0, 3, 0]",m,x,x,5313600,True
,821,1976-04-01T00:00:00,1976-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/scratch/v45/hh0162/access-om2/control/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output821,121.192,,,Andrew Kiss,2021-12-09T04:12:21,32497394,0,[],normal,49345.12,2.0316666666666667,198058.29758241758,8.154574175824175,0.007777777777777661,580688.9632252792,2.9319092929375423,13649.919999999925,12144,10461,1682,0.055,398.691645,3270.03,439.28,"[150, 100]",sectrobin,18,15,540,80,2,43b3ea19661e0284bf9663b24b69a80fab007657,2021-12-09 02:53:54 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-09 02:11:18: Run 821', 'update run summary']","[0, 3, 0]",m,x,x,5320080,True
,822,1976-07-01T00:00:00,1976-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/scratch/v45/hh0162/access-om2/control/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output822,121.937,,,Andrew Kiss,2021-12-09T06:15:14,32500075,0,[],normal,49547.52,2.04,196709.04,8.099021739130436,0.008055555555555483,580619.2496948325,2.9516653108308213,13516.799999999814,12144,10461,1682,0.045,330.757728,3244.44,351.31,"[150, 100]",sectrobin,18,15,540,80,2,561895050ebcdddc255f8ada0dcdebc917572d64,2021-12-09 04:57:02 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-09 04:13:48: Run 822', 'update run summary']","[0, 3, 0]",m,x,x,5326560,True
,823,1976-10-01T00:00:00,1977-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/scratch/v45/hh0162/access-om2/control/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output823,122.243,/scratch/v45/hh0162/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart823,0.0,Andrew Kiss,2021-12-09T08:16:32,32501944,0,[],normal,48933.57,2.0147222222222223,194271.59176630437,7.998666213768117,0.006944444444444198,580909.6521022259,2.9901935060120426,13424.639999999665,12144,10461,1682,0.046,329.955929,3145.49,347.98,"[150, 100]",sectrobin,18,15,540,80,2,e4b9c9e63f1dc448a88dff4cd98cda348972a7e8,2021-12-09 06:58:13 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-09 06:16:34: Run 823', 'update run summary']","[0, 3, 0]",m,x,x,5333040,True
,824,1977-01-01T00:00:00,1977-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/scratch/v45/hh0162/access-om2/control/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output824,121.321,/scratch/v45/hh0162/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart824,0.0,Andrew Kiss,2021-12-09T10:13:59,32506277,0,[],normal,47368.35,1.9502777777777778,192236.55375,7.914877314814815,0.007222222222222241,580761.3793103448,3.0210767306285256,13445.120000000112,12144,10461,1682,0.05,350.02043,3172.97,366.96,"[150, 100]",sectrobin,18,15,540,80,2,132b25d93fb67b1ff575f086c8083b0a2f588e8c,2021-12-09 08:59:28 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-09 08:17:42: Run 824', 'update run summary']","[0, 3, 0]",m,x,x,5339520,True
,825,1977-04-01T00:00:00,1977-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/scratch/v45/hh0162/access-om2/control/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output825,121.221,/scratch/v45/hh0162/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart825,70.731,hakase hayashida,2021-12-09T14:10:43,32512179,7,"[32509277, 32511040, 32511103, 32511362, 32511500, 32511598, 32511873]",normal,48265.65,1.9872222222222222,193725.5896978022,7.976185897435897,1.9583333333333333,293589.9859194593,1.5154940881968062,13332.480000000447,12144,10461,1682,0.046,323.439158,3266.51,343.54,"[150, 100]",sectrobin,18,15,540,80,2,bcc0c27323a7a4af48a62b4a955040e237da6d23,2021-12-09 12:12:27 +1100,"config.yaml, lastdate.txt, manifests/restart.yaml, resubmit.log, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-09 10:15:28: Run 825', 'update run summary', 'add lastdate.txt and resubmit.log', 'update run summary', '2021-12-09 11:02:38: Run 0', '2021-12-09 11:06:14: Run 0', '2021-12-09 11:14:52: Run 0', '2021-12-09 11:16:45: Run 0', ""Merge branch '01deg_jra55v140_iaf_cycle4' of https://github.com/COSIMA/01deg_jra55_iaf into 01deg_jra55v140_iaf_cycle4"", '2021-12-09 11:31:33: Run 0', '2021-12-09 11:33:57: Run 0', '2021-12-09 12:12:27: Run 825']","[0, 3, 0]",m,x,x,5346000,True
,826,1977-07-01T00:00:00,1977-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/scratch/v45/hh0162/access-om2/control/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output826,122.072,/scratch/v45/hh0162/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart826,70.765,hakase hayashida,2021-12-09T16:13:11,32516497,0,[],normal,49311.39,2.0302777777777776,195771.57823369568,8.060423460144928,0.010833333333333695,579818.1948829612,2.96170772138754,13455.360000000335,12144,10461,1682,0.051,371.876709,3211.15,338.18,"[150, 100]",sectrobin,18,15,540,80,2,2e88c178c09d003f76fd10e72955a65eb4b2743f,2021-12-09 14:12:13 +1100,manifests/restart.yaml,['2021-12-09 14:12:13: Run 826'],"[0, 3, 0]",m,x,x,5352480,True
,827,1977-10-01T00:00:00,1978-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/scratch/v45/hh0162/access-om2/control/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output827,122.38,/scratch/v45/hh0162/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart827,70.833,hakase hayashida,2021-12-09T18:30:33,32521201,0,[],normal,52630.75,2.1669444444444443,208949.79823369568,8.603004981884059,0.12250000000000005,551722.4945401602,2.640454784852663,13516.799999999814,12144,10461,1682,0.079,581.120364,3137.95,602.47,"[150, 100]",sectrobin,18,15,540,80,2,70594b1a0bc46bff3687727cd0bb455032aed162,2021-12-09 17:32:52 +1100,"manifests/restart.yaml, run_summary_scratch_v45_hh0162_access-om2_control_01deg_jra55v140_iaf_cycle4.csv","['2021-12-09 16:21:35: Run 827', 'update run summary']","[0, 3, 0]",m,x,x,5358960,True
,828,1978-01-01T00:00:00,1978-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/scratch/v45/hh0162/access-om2/control/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output828,121.372,/scratch/v45/hh0162/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart828,70.749,hakase hayashida,2021-12-09T21:56:33,32528210,0,[],normal,83051.47,3.4194444444444443,337050.54908333335,13.877245370370371,0.01388888888888884,580553.9650485438,1.7224536990889336,13434.879999999888,12144,10461,1682,0.443,5271.33685,3178.99,5248.33,"[150, 100]",sectrobin,18,15,540,80,2,b1269b6c2f1fa8b8b093f35cd325e0b6a6cb4eb8,2021-12-09 19:23:13 +1100,"manifests/restart.yaml, run_summary_scratch_v45_hh0162_access-om2_control_01deg_jra55v140_iaf_cycle4.csv","['2021-12-09 18:32:14: Run 828', 'update run summary']","[0, 3, 0]",m,x,x,5365440,True
,829,1978-04-01T00:00:00,1978-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/scratch/v45/hh0162/access-om2/control/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output829,121.144,/scratch/v45/hh0162/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart829,70.747,hakase hayashida,2021-12-09T23:55:12,32616913,0,[],normal,47766.4,1.9666666666666666,191721.73186813187,7.893681318681318,0.010833333333333472,579718.6346396966,3.0237502498591704,13598.71999999974,12144,10461,1682,0.04,283.296695,3239.93,303.03,"[150, 100]",sectrobin,18,15,540,80,2,8c97be75f129fa45730eb47246f91af5554bd161,2021-12-09 22:44:11 +1100,"manifests/restart.yaml, run_summary_scratch_v45_hh0162_access-om2_control_01deg_jra55v140_iaf_cycle4.csv","['2021-12-09 21:58:01: Run 829', 'update run summary']","[0, 3, 0]",m,x,x,5371920,True
,830,1978-07-01T00:00:00,1978-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/scratch/v45/hh0162/access-om2/control/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output830,122.086,/scratch/v45/hh0162/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart830,70.755,hakase hayashida,2021-12-10T02:05:37,32620000,0,[],normal,52630.75,2.1669444444444443,208949.79823369568,8.603004981884059,0.006666666666666821,581124.1916932907,2.78116656060775,13496.320000000298,12144,10461,1682,0.04,308.301744,3745.45,333.98,"[150, 100]",sectrobin,18,15,540,80,2,d6e78a8e9511aa101561f8d9f0ef08f083c1ea43,2021-12-10 00:41:13 +1100,"manifests/restart.yaml, run_summary_scratch_v45_hh0162_access-om2_control_01deg_jra55v140_iaf_cycle4.csv","['2021-12-09 23:56:25: Run 830', 'update run summary']","[0, 3, 0]",m,x,x,5378400,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Run,Run start,Run end,"Run length (y, m, d, s)",Run length (days),Control directory,Output directory,Output GiB,Restart directory,Restart GiB,Run by,Run completion date,Job Id,Failed jobs,Failed jobids,Queue,Service Units,Walltime Used (hr),SU per model year,Walltime (hr) per model year,Wait (hr) between runs,SU per calendar day,Model years per calendar day,Memory Used (Gb),NCPUs Used,MOM NCPUs,CICE NCPUs,Fraction of MOM runtime in oasis_recv,Max MOM wait for oasis_recv (s),Max CICE wait for coupler (s),Max CICE I/O time (s),MOM tile layout,CICE tile distribution,CICE block_size_x,CICE block_size_y,Timestep (s),MOM barotropic split,CICE dynamic split (ndtd),Git hash of run,Commit date,Git-tracked file changes,Git log messages,accessom2.nml -> date_manager_nml -> restart_period,ice/cice_in.nml -> icefields_nml -> f_meltl,ice/cice_in.nml -> icefields_nml -> f_sinz,ice/cice_in.nml -> icefields_nml -> f_tinz,ice/cice_in.nml -> setup_nml -> istep0,ice/cice_in.nml -> setup_nml -> use_restart_time
Total,76573,,,,7547.0,,,10180.368,,424.58,,,3157888557,28,,,4327642.590000001,178.18027777777775,20723935.666623775,853.2582149593626,71.01361111111112,50370535.62526065,239.9921563997649,1299558.3999999939,1190112,1025178,164836,7.928000000000001,57614.023585999996,263312.77999999997,54454.01000000002,,,1764,1470,52920,7840,196,,,,,,,,,496193040,97
